project_id,sov_line_id,material_total_cost,estimated_material_cost,material_overrun_ratio
PRJ-2020-219,PRJ-2020-219-SOV-07,3727043.2800000003,0,2.0
PRJ-2020-219,PRJ-2020-219-SOV-08,1669195.1800000002,0,2.0
PRJ-2020-219,PRJ-2020-219-SOV-09,2110855.02,0,2.0
PRJ-2020-219,PRJ-2020-219-SOV-10,475807.4,458800,1.037
PRJ-2020-219,PRJ-2020-219-SOV-11,482538.47000000003,465200,1.037
PRJ-2020-219,PRJ-2020-219-SOV-12,368146.65,0,2.0
PRJ-2020-219,PRJ-2020-219-SOV-13,0.0,0,0.0
PRJ-2020-219,PRJ-2020-219-SOV-14,0.0,275900,0.0
PRJ-2020-219,PRJ-2020-219-SOV-15,0.0,78000,0.0
PRJ-2020-220,PRJ-2020-220-SOV-01,0.0,431700,0.0
PRJ-2020-220,PRJ-2020-220-SOV-02,0.0,133000,0.0
PRJ-2020-220,PRJ-2020-220-SOV-03,729829.98,708900,1.03
PRJ-2020-220,PRJ-2020-220-SOV-04,819934.55,796500,1.029
PRJ-2020-220,PRJ-2020-220-SOV-05,584913.83,568200,1.029
PRJ-2020-220,PRJ-2020-220-SOV-06,329408.65,319900,1.03
PRJ-2020-220,PRJ-2020-220-SOV-07,2001991.78,0,2.0
PRJ-2020-220,PRJ-2020-220-SOV-08,1474551.77,0,2.0
PRJ-2020-220,PRJ-2020-220-SOV-09,774668.24,0,2.0
PRJ-2020-220,PRJ-2020-220-SOV-10,624957.83,607100,1.029
PRJ-2020-220,PRJ-2020-220-SOV-11,221388.1,215000,1.03
PRJ-2020-220,PRJ-2020-220-SOV-12,335235.45,0,2.0
PRJ-2020-220,PRJ-2020-220-SOV-13,0.0,0,0.0
PRJ-2020-220,PRJ-2020-220-SOV-14,0.0,94400,0.0
PRJ-2020-220,PRJ-2020-220-SOV-15,0.0,72000,0.0
PRJ-2020-221,PRJ-2020-221-SOV-01,0.0,305700,0.0
PRJ-2020-221,PRJ-2020-221-SOV-02,0.0,139400,0.0
PRJ-2020-221,PRJ-2020-221-SOV-03,393890.68,390200,1.009
PRJ-2020-221,PRJ-2020-221-SOV-04,434639.99,430500,1.01
PRJ-2020-221,PRJ-2020-221-SOV-05,525592.6799999999,520600,1.01
PRJ-2020-221,PRJ-2020-221-SOV-06,147040.88,145600,1.01
PRJ-2020-221,PRJ-2020-221-SOV-07,1297208.93,0,2.0
PRJ-2020-221,PRJ-2020-221-SOV-08,904163.4,0,2.0
PRJ-2020-221,PRJ-2020-221-SOV-09,761120.0700000001,0,2.0
PRJ-2020-221,PRJ-2020-221-SOV-10,484502.44,479900,1.01
PRJ-2020-221,PRJ-2020-221-SOV-11,128416.55,127200,1.01
PRJ-2020-221,PRJ-2020-221-SOV-12,276380.39,0,2.0
PRJ-2020-221,PRJ-2020-221-SOV-13,0.0,0,0.0
PRJ-2020-221,PRJ-2020-221-SOV-14,0.0,117600,0.0
PRJ-2020-221,PRJ-2020-221-SOV-15,0.0,52500,0.0
PRJ-2020-222,PRJ-2020-222-SOV-01,0.0,235400,0.0
PRJ-2020-222,PRJ-2020-222-SOV-02,0.0,127300,0.0
PRJ-2020-222,PRJ-2020-222-SOV-03,391579.48,357700,1.095
PRJ-2020-222,PRJ-2020-222-SOV-04,471669.32,430800,1.095
PRJ-2020-222,PRJ-2020-222-SOV-05,230458.99,210500,1.095
PRJ-2020-222,PRJ-2020-222-SOV-06,199912.32,182600,1.095
PRJ-2020-222,PRJ-2020-222-SOV-07,950899.78,0,2.0
PRJ-2020-222,PRJ-2020-222-SOV-08,645588.59,0,2.0
PRJ-2020-222,PRJ-2020-222-SOV-09,703907.71,0,2.0
PRJ-2020-222,PRJ-2020-222-SOV-10,249079.55,227500,1.095
PRJ-2020-222,PRJ-2020-222-SOV-11,134867.63,123200,1.095
PRJ-2020-222,PRJ-2020-222-SOV-12,134753.59,0,2.0
PRJ-2020-222,PRJ-2020-222-SOV-13,0.0,0,0.0
PRJ-2020-222,PRJ-2020-222-SOV-14,0.0,68000,0.0
PRJ-2020-222,PRJ-2020-222-SOV-15,0.0,51800,0.0
PRJ-2020-223,PRJ-2020-223-SOV-01,0.0,219800,0.0
PRJ-2020-223,PRJ-2020-223-SOV-02,0.0,97000,0.0
PRJ-2020-223,PRJ-2020-223-SOV-03,196723.59000000003,195300,1.007
PRJ-2020-223,PRJ-2020-223-SOV-04,320632.81,318300,1.007
PRJ-2020-223,PRJ-2020-223-SOV-05,224914.77000000002,223300,1.007
PRJ-2020-223,PRJ-2020-223-SOV-06,152687.35,151600,1.007
PRJ-2020-223,PRJ-2020-223-SOV-07,875884.53,0,2.0
PRJ-2020-223,PRJ-2020-223-SOV-08,460296.7,0,2.0
PRJ-2020-223,PRJ-2020-223-SOV-09,532931.88,0,2.0
PRJ-2020-223,PRJ-2020-223-SOV-10,197723.32,196300,1.007
PRJ-2020-223,PRJ-2020-223-SOV-11,68891.94,68400,1.007
PRJ-2020-223,PRJ-2020-223-SOV-12,169108.29,0,2.0
PRJ-2020-223,PRJ-2020-223-SOV-13,0.0,0,0.0
PRJ-2020-223,PRJ-2020-223-SOV-14,0.0,78700,0.0
PRJ-2020-223,PRJ-2020-223-SOV-15,0.0,20200,0.0
PRJ-2020-224,PRJ-2020-224-SOV-01,0.0,341400,0.0
PRJ-2020-224,PRJ-2020-224-SOV-02,0.0,120700,0.0
PRJ-2020-224,PRJ-2020-224-SOV-03,601327.37,605800,0.993
PRJ-2020-224,PRJ-2020-224-SOV-04,813304.52,819300,0.993
PRJ-2020-224,PRJ-2020-224-SOV-05,679648.84,684700,0.993
PRJ-2020-224,PRJ-2020-224-SOV-06,338769.78,341200,0.993
PRJ-2020-224,PRJ-2020-224-SOV-07,2159501.1,0,2.0
PRJ-2020-224,PRJ-2020-224-SOV-08,1463439.15,0,2.0
PRJ-2020-224,PRJ-2020-224-SOV-09,850939.82,0,2.0
PRJ-2020-224,PRJ-2020-224-SOV-10,333205.18,335600,0.993
PRJ-2020-224,PRJ-2020-224-SOV-11,252745.84,254600,0.993
PRJ-2020-224,PRJ-2020-224-SOV-12,301195.47,0,2.0
PRJ-2020-224,PRJ-2020-224-SOV-13,0.0,0,0.0
PRJ-2020-224,PRJ-2020-224-SOV-14,0.0,159900,0.0
PRJ-2020-224,PRJ-2020-224-SOV-15,0.0,122700,0.0
PRJ-2020-225,PRJ-2020-225-SOV-01,0.0,105100,0.0
PRJ-2020-225,PRJ-2020-225-SOV-02,0.0,49600,0.0
PRJ-2020-225,PRJ-2020-225-SOV-03,180040.92,175600,1.025
PRJ-2020-225,PRJ-2020-225-SOV-04,160943.64,157000,1.025
PRJ-2020-225,PRJ-2020-225-SOV-05,214541.94,209300,1.025
PRJ-2020-225,PRJ-2020-225-SOV-06,83114.03,81100,1.025
PRJ-2020-225,PRJ-2020-225-SOV-07,503821.65,0,2.0
PRJ-2020-225,PRJ-2020-225-SOV-08,367839.97,0,2.0
PRJ-2020-225,PRJ-2020-225-SOV-09,327348.54,0,2.0
PRJ-2020-225,PRJ-2020-225-SOV-10,155782.89,152000,1.025
PRJ-2020-225,PRJ-2020-225-SOV-11,71499.17,69700,1.026
PRJ-2020-225,PRJ-2020-225-SOV-12,80384.97,0,2.0
PRJ-2020-225,PRJ-2020-225-SOV-13,0.0,0,0.0
PRJ-2020-225,PRJ-2020-225-SOV-14,0.0,44600,0.0
PRJ-2020-225,PRJ-2020-225-SOV-15,0.0,18600,0.0
PRJ-2020-226,PRJ-2020-226-SOV-01,0.0,980000,0.0
PRJ-2020-226,PRJ-2020-226-SOV-02,0.0,450900,0.0
PRJ-2020-226,PRJ-2020-226-SOV-03,1901123.6500000001,1833300,1.037
PRJ-2020-226,PRJ-2020-226-SOV-04,1361131.6099999999,1312600,1.037
PRJ-2020-226,PRJ-2020-226-SOV-05,1356044.04,1307700,1.037
PRJ-2020-226,PRJ-2020-226-SOV-06,1377931.44,1328800,1.037
PRJ-2020-226,PRJ-2020-226-SOV-07,6809100.67,0,2.0
PRJ-2020-226,PRJ-2020-226-SOV-08,3909266.29,0,2.0
PRJ-2020-226,PRJ-2020-226-SOV-09,3159829.54,0,2.0
PRJ-2020-226,PRJ-2020-226-SOV-10,1729235.56,1667500,1.037
PRJ-2020-226,PRJ-2020-226-SOV-11,808633.22,779800,1.037
PRJ-2020-226,PRJ-2020-226-SOV-12,718855.9299999999,0,2.0
PRJ-2020-226,PRJ-2020-226-SOV-13,0.0,0,0.0
PRJ-2020-226,PRJ-2020-226-SOV-14,0.0,405900,0.0
PRJ-2020-226,PRJ-2020-226-SOV-15,0.0,187800,0.0
PRJ-2020-227,PRJ-2020-227-SOV-01,0.0,785000,0.0
PRJ-2020-227,PRJ-2020-227-SOV-02,0.0,204900,0.0
PRJ-2020-227,PRJ-2020-227-SOV-03,1258911.37,1201300,1.048
PRJ-2020-227,PRJ-2020-227-SOV-04,1231870.73,1175500,1.048
PRJ-2020-227,PRJ-2020-227-SOV-05,561468.9299999999,535700,1.048
PRJ-2020-227,PRJ-2020-227-SOV-06,758502.0700000001,723800,1.048
PRJ-2020-227,PRJ-2020-227-SOV-07,3550764.9,0,2.0
PRJ-2020-227,PRJ-2020-227-SOV-08,1832556.93,0,2.0
PRJ-2020-227,PRJ-2020-227-SOV-09,1709827.1800000002,0,2.0
PRJ-2020-227,PRJ-2020-227-SOV-10,719702.5700000001,686700,1.048
PRJ-2020-227,PRJ-2020-227-SOV-11,343201.03,327500,1.048
PRJ-2020-227,PRJ-2020-227-SOV-12,412907.52,0,2.0
PRJ-2020-227,PRJ-2020-227-SOV-13,0.0,0,0.0
PRJ-2020-227,PRJ-2020-227-SOV-14,0.0,243400,0.0
PRJ-2020-227,PRJ-2020-227-SOV-15,0.0,177200,0.0
PRJ-2020-228,PRJ-2020-228-SOV-01,0.0,143400,0.0
PRJ-2020-228,PRJ-2020-228-SOV-02,0.0,60300,0.0
PRJ-2020-228,PRJ-2020-228-SOV-03,383507.04,372000,1.031
PRJ-2020-228,PRJ-2020-228-SOV-04,231370.55,224400,1.031
PRJ-2020-228,PRJ-2020-228-SOV-05,351166.84,340600,1.031
PRJ-2020-228,PRJ-2020-228-SOV-06,175975.91,170700,1.031
PRJ-2020-228,PRJ-2020-228-SOV-07,930217.31,0,2.0
PRJ-2020-228,PRJ-2020-228-SOV-08,574207.38,0,2.0
PRJ-2020-228,PRJ-2020-228-SOV-09,583198.0599999999,0,2.0
PRJ-2020-228,PRJ-2020-228-SOV-10,257133.03,249400,1.031
PRJ-2020-228,PRJ-2020-228-SOV-11,101915.76000000001,98800,1.032
PRJ-2020-228,PRJ-2020-228-SOV-12,168772.36000000002,0,2.0
PRJ-2020-228,PRJ-2020-228-SOV-13,0.0,0,0.0
PRJ-2020-228,PRJ-2020-228-SOV-14,0.0,57500,0.0
PRJ-2020-228,PRJ-2020-228-SOV-15,0.0,40700,0.0
PRJ-2020-229,PRJ-2020-229-SOV-01,0.0,195500,0.0
PRJ-2020-229,PRJ-2020-229-SOV-02,0.0,44600,0.0
PRJ-2020-229,PRJ-2020-229-SOV-03,236179.59,239900,0.984
PRJ-2020-229,PRJ-2020-229-SOV-04,208007.89,211300,0.984
PRJ-2020-229,PRJ-2020-229-SOV-05,229861.15,233500,0.984
PRJ-2020-229,PRJ-2020-229-SOV-06,154202.59,156600,0.985
PRJ-2020-229,PRJ-2020-229-SOV-07,632883.77,0,2.0
PRJ-2020-229,PRJ-2020-229-SOV-08,516478.95,0,2.0
PRJ-2020-229,PRJ-2020-229-SOV-09,521606.68,0,2.0
PRJ-2020-229,PRJ-2020-229-SOV-10,208369.65,211700,0.984
PRJ-2020-229,PRJ-2020-229-SOV-11,81623.45,82900,0.985
PRJ-2020-229,PRJ-2020-229-SOV-12,131173.8,0,2.0
PRJ-2020-229,PRJ-2020-229-SOV-13,0.0,0,0.0
PRJ-2020-229,PRJ-2020-229-SOV-14,0.0,68300,0.0
PRJ-2020-229,PRJ-2020-229-SOV-15,0.0,31100,0.0
PRJ-2020-230,PRJ-2020-230-SOV-01,0.0,136300,0.0
PRJ-2020-230,PRJ-2020-230-SOV-02,0.0,92300,0.0
PRJ-2020-230,PRJ-2020-230-SOV-03,291886.85,292300,0.999
PRJ-2020-230,PRJ-2020-230-SOV-04,258854.99,259200,0.999
PRJ-2020-230,PRJ-2020-230-SOV-05,207137.93,207400,0.999
PRJ-2020-230,PRJ-2020-230-SOV-06,89124.23999999999,89200,0.999
PRJ-2020-230,PRJ-2020-230-SOV-07,887799.94,0,2.0
PRJ-2020-230,PRJ-2020-230-SOV-08,433555.75,0,2.0
PRJ-2020-230,PRJ-2020-230-SOV-09,363399.04000000004,0,2.0
PRJ-2020-230,PRJ-2020-230-SOV-10,196529.48,196800,0.999
PRJ-2020-230,PRJ-2020-230-SOV-11,118231.09,118400,0.999
PRJ-2020-230,PRJ-2020-230-SOV-12,157832.11,0,2.0
PRJ-2020-230,PRJ-2020-230-SOV-13,0.0,0,0.0
PRJ-2020-230,PRJ-2020-230-SOV-14,0.0,50700,0.0
PRJ-2020-230,PRJ-2020-230-SOV-15,0.0,21600,0.0
PRJ-2020-231,PRJ-2020-231-SOV-01,0.0,320300,0.0
PRJ-2020-231,PRJ-2020-231-SOV-02,0.0,84200,0.0
PRJ-2020-231,PRJ-2020-231-SOV-03,287401.99,270000,1.064
PRJ-2020-231,PRJ-2020-231-SOV-04,426636.44,400900,1.064
PRJ-2020-231,PRJ-2020-231-SOV-05,295740.8,277900,1.064
PRJ-2020-231,PRJ-2020-231-SOV-06,219115.12,205900,1.064
PRJ-2020-231,PRJ-2020-231-SOV-07,1234585.37,0,2.0
PRJ-2020-231,PRJ-2020-231-SOV-08,1121318.58,0,2.0
PRJ-2020-231,PRJ-2020-231-SOV-09,730782.69,0,2.0
PRJ-2020-231,PRJ-2020-231-SOV-10,185031.66999999998,173800,1.065
PRJ-2020-231,PRJ-2020-231-SOV-11,142821.78999999998,134200,1.064
PRJ-2020-231,PRJ-2020-231-SOV-12,218746.62,0,2.0
PRJ-2020-231,PRJ-2020-231-SOV-13,0.0,0,0.0
PRJ-2020-231,PRJ-2020-231-SOV-14,0.0,64300,0.0
PRJ-2020-231,PRJ-2020-231-SOV-15,0.0,45300,0.0
PRJ-2020-232,PRJ-2020-232-SOV-01,0.0,153200,0.0
PRJ-2020-232,PRJ-2020-232-SOV-02,0.0,111000,0.0
PRJ-2020-232,PRJ-2020-232-SOV-03,172569.07,167700,1.029
PRJ-2020-232,PRJ-2020-232-SOV-04,241370.43,234600,1.029
PRJ-2020-232,PRJ-2020-232-SOV-05,198708.38999999998,193200,1.029
PRJ-2020-232,PRJ-2020-232-SOV-06,105331.15,102400,1.029
PRJ-2020-232,PRJ-2020-232-SOV-07,829629.77,0,2.0
PRJ-2020-232,PRJ-2020-232-SOV-08,475212.14999999997,0,2.0
PRJ-2020-232,PRJ-2020-232-SOV-09,529799.31,0,2.0
PRJ-2020-232,PRJ-2020-232-SOV-10,187179.9,181900,1.029
PRJ-2020-232,PRJ-2020-232-SOV-11,100581.53,97700,1.029
PRJ-2020-232,PRJ-2020-232-SOV-12,91179.66,0,2.0
PRJ-2020-232,PRJ-2020-232-SOV-13,0.0,0,0.0
PRJ-2020-232,PRJ-2020-232-SOV-14,0.0,64400,0.0
PRJ-2020-232,PRJ-2020-232-SOV-15,0.0,37700,0.0
PRJ-2020-233,PRJ-2020-233-SOV-01,0.0,83500,0.0
PRJ-2020-233,PRJ-2020-233-SOV-02,0.0,33900,0.0
PRJ-2020-233,PRJ-2020-233-SOV-03,157042.55,148600,1.057
PRJ-2020-233,PRJ-2020-233-SOV-04,167939.81,158900,1.057
PRJ-2020-233,PRJ-2020-233-SOV-05,127455.01000000001,120600,1.057
PRJ-2020-233,PRJ-2020-233-SOV-06,80451.51000000001,76100,1.057
PRJ-2020-233,PRJ-2020-233-SOV-07,358272.68,0,2.0
PRJ-2020-233,PRJ-2020-233-SOV-08,425961.02,0,2.0
PRJ-2020-233,PRJ-2020-233-SOV-09,280912.33999999997,0,2.0
PRJ-2020-233,PRJ-2020-233-SOV-10,109042.89,103100,1.058
PRJ-2020-233,PRJ-2020-233-SOV-11,56021.27,53000,1.057
PRJ-2020-233,PRJ-2020-233-SOV-12,67781.78,0,2.0
PRJ-2020-233,PRJ-2020-233-SOV-13,0.0,0,0.0
PRJ-2020-233,PRJ-2020-233-SOV-14,0.0,32000,0.0
PRJ-2020-233,PRJ-2020-233-SOV-15,0.0,19800,0.0
PRJ-2020-234,PRJ-2020-234-SOV-01,0.0,324700,0.0
PRJ-2020-234,PRJ-2020-234-SOV-02,0.0,124200,0.0
PRJ-2020-234,PRJ-2020-234-SOV-03,609821.75,586800,1.039
PRJ-2020-234,PRJ-2020-234-SOV-04,498077.35000000003,479300,1.039
PRJ-2020-234,PRJ-2020-234-SOV-05,758842.22,730300,1.039
PRJ-2020-234,PRJ-2020-234-SOV-06,302670.38,291200,1.039
PRJ-2020-234,PRJ-2020-234-SOV-07,1795102.69,0,2.0
PRJ-2020-234,PRJ-2020-234-SOV-08,1700100.5799999998,0,2.0
PRJ-2020-234,PRJ-2020-234-SOV-09,1341992.69,0,2.0
PRJ-2020-234,PRJ-2020-234-SOV-10,698122.38,671800,1.039
PRJ-2020-234,PRJ-2020-234-SOV-11,275164.70999999996,264800,1.039
PRJ-2020-234,PRJ-2020-234-SOV-12,226800.67,0,2.0
PRJ-2020-234,PRJ-2020-234-SOV-13,0.0,0,0.0
PRJ-2020-234,PRJ-2020-234-SOV-14,0.0,163100,0.0
PRJ-2020-234,PRJ-2020-234-SOV-15,0.0,71700,0.0
PRJ-2020-235,PRJ-2020-235-SOV-01,0.0,299500,0.0
PRJ-2020-235,PRJ-2020-235-SOV-02,0.0,115000,0.0
PRJ-2020-235,PRJ-2020-235-SOV-03,634391.78,646800,0.981
PRJ-2020-235,PRJ-2020-235-SOV-04,822527.29,838700,0.981
PRJ-2020-235,PRJ-2020-235-SOV-05,509152.43,519100,0.981
PRJ-2020-235,PRJ-2020-235-SOV-06,295301.70999999996,301100,0.981
PRJ-2020-235,PRJ-2020-235-SOV-07,2327257.83,0,2.0
PRJ-2020-235,PRJ-2020-235-SOV-08,1085194.56,0,2.0
PRJ-2020-235,PRJ-2020-235-SOV-09,902594.34,0,2.0
PRJ-2020-235,PRJ-2020-235-SOV-10,583525.8300000001,595000,0.981
PRJ-2020-235,PRJ-2020-235-SOV-11,295775.97,301500,0.981
PRJ-2020-235,PRJ-2020-235-SOV-12,308205.2,0,2.0
PRJ-2020-235,PRJ-2020-235-SOV-13,0.0,0,0.0
PRJ-2020-235,PRJ-2020-235-SOV-14,0.0,216900,0.0
PRJ-2020-235,PRJ-2020-235-SOV-15,0.0,130500,0.0
PRJ-2020-236,PRJ-2020-236-SOV-01,0.0,332300,0.0
PRJ-2020-236,PRJ-2020-236-SOV-02,0.0,119100,0.0
PRJ-2020-236,PRJ-2020-236-SOV-03,382160.84,368200,1.038
PRJ-2020-236,PRJ-2020-236-SOV-04,397410.35,382900,1.038
PRJ-2020-236,PRJ-2020-236-SOV-05,379910.56,366100,1.038
PRJ-2020-236,PRJ-2020-236-SOV-06,244705.84,235800,1.038
PRJ-2020-236,PRJ-2020-236-SOV-07,1520140.1,0,2.0
PRJ-2020-236,PRJ-2020-236-SOV-08,1035306.62,0,2.0
PRJ-2020-236,PRJ-2020-236-SOV-09,573349.58,0,2.0
PRJ-2020-236,PRJ-2020-236-SOV-10,298744.9,287800,1.038
PRJ-2020-236,PRJ-2020-236-SOV-11,102614.84999999999,98800,1.039
PRJ-2020-236,PRJ-2020-236-SOV-12,275370.2,0,2.0
PRJ-2020-236,PRJ-2020-236-SOV-13,0.0,0,0.0
PRJ-2020-236,PRJ-2020-236-SOV-14,0.0,85900,0.0
PRJ-2020-236,PRJ-2020-236-SOV-15,0.0,74500,0.0
PRJ-2020-237,PRJ-2020-237-SOV-01,0.0,899300,0.0
PRJ-2020-237,PRJ-2020-237-SOV-02,0.0,268700,0.0
PRJ-2020-237,PRJ-2020-237-SOV-03,1114408.06,1052800,1.059
PRJ-2020-237,PRJ-2020-237-SOV-04,1318438.72,1245500,1.059
PRJ-2020-237,PRJ-2020-237-SOV-05,1237106.08,1168700,1.059
PRJ-2020-237,PRJ-2020-237-SOV-06,405462.74,383000,1.059
PRJ-2020-237,PRJ-2020-237-SOV-07,2951174.4899999998,0,2.0
PRJ-2020-237,PRJ-2020-237-SOV-08,3381060.2600000002,0,2.0
PRJ-2020-237,PRJ-2020-237-SOV-09,1472774.8099999998,0,2.0
PRJ-2020-237,PRJ-2020-237-SOV-10,602180.13,568800,1.059
PRJ-2020-237,PRJ-2020-237-SOV-11,392311.92,370600,1.059
PRJ-2020-237,PRJ-2020-237-SOV-12,694056.6799999999,0,2.0
PRJ-2020-237,PRJ-2020-237-SOV-13,0.0,0,0.0
PRJ-2020-237,PRJ-2020-237-SOV-14,0.0,257000,0.0
PRJ-2020-237,PRJ-2020-237-SOV-15,0.0,212900,0.0
PRJ-2020-238,PRJ-2020-238-SOV-01,0.0,186200,0.0
PRJ-2020-238,PRJ-2020-238-SOV-02,0.0,101300,0.0
PRJ-2020-238,PRJ-2020-238-SOV-03,235976.47999999998,227100,1.039
PRJ-2020-238,PRJ-2020-238-SOV-04,334432.61000000004,321900,1.039
PRJ-2020-238,PRJ-2020-238-SOV-05,331207.33,318800,1.039
PRJ-2020-238,PRJ-2020-238-SOV-06,184722.76,177800,1.039
PRJ-2020-238,PRJ-2020-238-SOV-07,1125217.16,0,2.0
PRJ-2020-238,PRJ-2020-238-SOV-08,726064.06,0,2.0
PRJ-2020-238,PRJ-2020-238-SOV-09,498844.56,0,2.0
PRJ-2020-238,PRJ-2020-238-SOV-10,169158.81000000003,162800,1.039
PRJ-2020-238,PRJ-2020-238-SOV-11,172488.74,166000,1.039
PRJ-2020-238,PRJ-2020-238-SOV-12,231645.07,0,2.0
PRJ-2020-238,PRJ-2020-238-SOV-13,0.0,0,0.0
PRJ-2020-238,PRJ-2020-238-SOV-14,0.0,81000,0.0
PRJ-2020-238,PRJ-2020-238-SOV-15,0.0,41200,0.0
PRJ-2020-239,PRJ-2020-239-SOV-01,0.0,671900,0.0
PRJ-2020-239,PRJ-2020-239-SOV-02,0.0,185900,0.0
PRJ-2020-239,PRJ-2020-239-SOV-03,1086196.8199999998,1043500,1.041
PRJ-2020-239,PRJ-2020-239-SOV-04,730657.32,701900,1.041
PRJ-2020-239,PRJ-2020-239-SOV-05,805866.82,774200,1.041
PRJ-2020-239,PRJ-2020-239-SOV-06,393440.91000000003,378000,1.041
PRJ-2020-239,PRJ-2020-239-SOV-07,2785502.67,0,2.0
PRJ-2020-239,PRJ-2020-239-SOV-08,1979860.69,0,2.0
PRJ-2020-239,PRJ-2020-239-SOV-09,1239749.57,0,2.0
PRJ-2020-239,PRJ-2020-239-SOV-10,639576.76,614400,1.041
PRJ-2020-239,PRJ-2020-239-SOV-11,423097.15,406400,1.041
PRJ-2020-239,PRJ-2020-239-SOV-12,445503.93,0,2.0
PRJ-2020-239,PRJ-2020-239-SOV-13,0.0,0,0.0
PRJ-2020-239,PRJ-2020-239-SOV-14,0.0,261800,0.0
PRJ-2020-239,PRJ-2020-239-SOV-15,0.0,144100,0.0
PRJ-2020-240,PRJ-2020-240-SOV-01,0.0,205600,0.0
PRJ-2020-240,PRJ-2020-240-SOV-02,0.0,58600,0.0
PRJ-2020-240,PRJ-2020-240-SOV-03,362004.51,351500,1.03
PRJ-2020-240,PRJ-2020-240-SOV-04,459415.86,446100,1.03
PRJ-2020-240,PRJ-2020-240-SOV-05,227520.85,220900,1.03
PRJ-2020-240,PRJ-2020-240-SOV-06,177334.33,172100,1.03
PRJ-2020-240,PRJ-2020-240-SOV-07,973153.59,0,2.0
PRJ-2020-240,PRJ-2020-240-SOV-08,628394.78,0,2.0
PRJ-2020-240,PRJ-2020-240-SOV-09,360106.49,0,2.0
PRJ-2020-240,PRJ-2020-240-SOV-10,296431.08,287800,1.03
PRJ-2020-240,PRJ-2020-240-SOV-11,81280.11,78900,1.03
PRJ-2020-240,PRJ-2020-240-SOV-12,171996.59,0,2.0
PRJ-2020-240,PRJ-2020-240-SOV-13,0.0,0,0.0
PRJ-2020-240,PRJ-2020-240-SOV-14,0.0,85900,0.0
PRJ-2020-240,PRJ-2020-240-SOV-15,0.0,43800,0.0
PRJ-2021-241,PRJ-2021-241-SOV-01,0.0,530500,0.0
PRJ-2021-241,PRJ-2021-241-SOV-02,0.0,120700,0.0
PRJ-2021-241,PRJ-2021-241-SOV-03,759392.11,705400,1.077
PRJ-2021-241,PRJ-2021-241-SOV-04,994632.17,923900,1.077
PRJ-2021-241,PRJ-2021-241-SOV-05,664522.73,617200,1.077
PRJ-2021-241,PRJ-2021-241-SOV-06,477078.82,443100,1.077
PRJ-2021-241,PRJ-2021-241-SOV-07,2160151.7199999997,0,2.0
PRJ-2021-241,PRJ-2021-241-SOV-08,1563643.61,0,2.0
PRJ-2021-241,PRJ-2021-241-SOV-09,1666788.88,0,2.0
PRJ-2021-241,PRJ-2021-241-SOV-10,413396.16,384000,1.077
PRJ-2021-241,PRJ-2021-241-SOV-11,310641.56,288500,1.077
PRJ-2021-241,PRJ-2021-241-SOV-12,331234.31,0,2.0
PRJ-2021-241,PRJ-2021-241-SOV-13,0.0,0,0.0
PRJ-2021-241,PRJ-2021-241-SOV-14,0.0,192900,0.0
PRJ-2021-241,PRJ-2021-241-SOV-15,0.0,92000,0.0
PRJ-2021-242,PRJ-2021-242-SOV-01,0.0,306700,0.0
PRJ-2021-242,PRJ-2021-242-SOV-02,0.0,155500,0.0
PRJ-2021-242,PRJ-2021-242-SOV-03,356042.15,349100,1.02
PRJ-2021-242,PRJ-2021-242-SOV-04,656985.22,644100,1.02
PRJ-2021-242,PRJ-2021-242-SOV-05,328751.58999999997,322300,1.02
PRJ-2021-242,PRJ-2021-242-SOV-06,296515.04,290700,1.02
PRJ-2021-242,PRJ-2021-242-SOV-07,1645424.9200000002,0,2.0
PRJ-2021-242,PRJ-2021-242-SOV-08,943242.98,0,2.0
PRJ-2021-242,PRJ-2021-242-SOV-09,879414.1799999999,0,2.0
PRJ-2021-242,PRJ-2021-242-SOV-10,350654.75,343800,1.02
PRJ-2021-242,PRJ-2021-242-SOV-11,181573.99,178000,1.02
PRJ-2021-242,PRJ-2021-242-SOV-12,245733.03999999998,0,2.0
PRJ-2021-242,PRJ-2021-242-SOV-13,0.0,0,0.0
PRJ-2021-242,PRJ-2021-242-SOV-14,0.0,116900,0.0
PRJ-2021-242,PRJ-2021-242-SOV-15,0.0,56300,0.0
PRJ-2021-243,PRJ-2021-243-SOV-01,0.0,136300,0.0
PRJ-2021-243,PRJ-2021-243-SOV-02,0.0,42600,0.0
PRJ-2021-243,PRJ-2021-243-SOV-03,133143.37,138700,0.96
PRJ-2021-243,PRJ-2021-243-SOV-04,175116.18,182400,0.96
PRJ-2021-243,PRJ-2021-243-SOV-05,138200.78999999998,144000,0.96
PRJ-2021-243,PRJ-2021-243-SOV-06,70488.11,73400,0.96
PRJ-2021-243,PRJ-2021-243-SOV-07,411706.5,0,2.0
PRJ-2021-243,PRJ-2021-243-SOV-08,240165.81999999998,0,2.0
PRJ-2021-243,PRJ-2021-243-SOV-09,222319.15,0,2.0
PRJ-2021-243,PRJ-2021-243-SOV-10,95243.61,99200,0.96
PRJ-2021-243,PRJ-2021-243-SOV-11,74392.06999999999,77500,0.96
PRJ-2021-243,PRJ-2021-243-SOV-12,55650.46,0,2.0
PRJ-2021-243,PRJ-2021-243-SOV-13,0.0,0,0.0
PRJ-2021-243,PRJ-2021-243-SOV-14,0.0,28200,0.0
