project_id,sov_line_id,total_labor_cost,total_hours_st,total_hours_ot,log_count,unique_employees,date_min,date_max,total_hours
PRJ-2020-240,PRJ-2020-240-SOV-06,150261.17,1662,104,211,207,2020-08-25,2021-02-04,1766
PRJ-2020-240,PRJ-2020-240-SOV-07,143427.47,1564,80,199,199,2020-08-24,2021-02-04,1644
PRJ-2020-240,PRJ-2020-240-SOV-08,150613.57,1682,102,211,209,2020-08-24,2021-02-04,1784
PRJ-2020-240,PRJ-2020-240-SOV-09,270715.45,3012,184,378,366,2020-08-24,2021-06-22,3196
PRJ-2020-240,PRJ-2020-240-SOV-10,141020.36000000002,1616,92,206,204,2021-02-05,2021-06-23,1708
PRJ-2020-240,PRJ-2020-240-SOV-11,188733.17,2032,116,255,251,2021-02-05,2021-09-14,2148
PRJ-2020-240,PRJ-2020-240-SOV-12,134731.81,1456,92,184,183,2021-02-05,2021-06-22,1548
PRJ-2020-240,PRJ-2020-240-SOV-13,43813.55,456,42,58,58,2021-06-24,2021-09-13,498
PRJ-2020-240,PRJ-2020-240-SOV-14,47107.81,458,48,59,58,2021-06-24,2021-09-14,506
PRJ-2020-240,PRJ-2020-240-SOV-15,43218.52,490,24,61,61,2021-06-25,2021-09-14,514
PRJ-2021-241,PRJ-2021-241-SOV-01,386818.43,4252,246,538,522,2021-01-26,2022-08-31,4498
PRJ-2021-241,PRJ-2021-241-SOV-02,158404.52,1730,102,220,217,2021-01-26,2021-07-20,1832
PRJ-2021-241,PRJ-2021-241-SOV-03,195073.51,2158,100,277,274,2021-03-29,2022-01-11,2258
PRJ-2021-241,PRJ-2021-241-SOV-04,194314.97,2102,124,264,260,2021-03-25,2022-01-07,2226
PRJ-2021-241,PRJ-2021-241-SOV-05,157879.36000000002,1744,100,219,217,2021-03-25,2022-01-11,1844
PRJ-2021-241,PRJ-2021-241-SOV-06,94281.7,1050,74,132,131,2021-07-22,2022-01-03,1124
PRJ-2021-241,PRJ-2021-241-SOV-07,91690.18000000001,1024,66,128,128,2021-07-22,2022-01-10,1090
PRJ-2021-241,PRJ-2021-241-SOV-08,102406.21,1080,76,139,139,2021-07-23,2022-01-11,1156
PRJ-2021-241,PRJ-2021-241-SOV-09,203017.63,2196,144,277,271,2021-07-21,2022-06-07,2340
PRJ-2021-241,PRJ-2021-241-SOV-10,118063.02,1288,84,164,164,2022-01-12,2022-06-07,1372
PRJ-2021-241,PRJ-2021-241-SOV-11,153332.56,1606,100,204,199,2022-01-12,2022-09-01,1706
PRJ-2021-241,PRJ-2021-241-SOV-12,107716.4,1176,72,149,148,2022-01-12,2022-06-06,1248
PRJ-2021-241,PRJ-2021-241-SOV-13,49744.26,556,24,71,71,2022-06-09,2022-09-01,580
PRJ-2021-241,PRJ-2021-241-SOV-14,36594.17,396,14,50,50,2022-06-08,2022-08-30,410
PRJ-2021-241,PRJ-2021-241-SOV-15,44809.12,470,18,59,59,2022-06-08,2022-09-01,488
PRJ-2021-242,PRJ-2021-242-SOV-01,439768.81,4834,282,614,590,2021-02-08,2022-06-14,5116
PRJ-2021-242,PRJ-2021-242-SOV-02,146219.07,1610,74,202,197,2021-02-08,2021-07-02,1684
PRJ-2021-242,PRJ-2021-242-SOV-03,242450.28,2658,162,338,332,2021-03-30,2021-11-30,2820
PRJ-2021-242,PRJ-2021-242-SOV-04,263163.86,2894,172,365,352,2021-03-30,2021-11-30,3066
PRJ-2021-242,PRJ-2021-242-SOV-05,217472.59,2388,144,302,298,2021-03-31,2021-11-30,2532
PRJ-2021-242,PRJ-2021-242-SOV-06,126127.84,1396,68,177,176,2021-07-08,2021-11-30,1464
PRJ-2021-242,PRJ-2021-242-SOV-07,128590.37,1440,52,181,180,2021-07-06,2021-11-25,1492
PRJ-2021-242,PRJ-2021-242-SOV-08,124765.07,1362,76,173,170,2021-07-08,2021-11-30,1438
PRJ-2021-242,PRJ-2021-242-SOV-09,245201.92,2710,168,343,338,2021-07-06,2022-04-01,2878
PRJ-2021-242,PRJ-2021-242-SOV-10,122982.34,1358,72,172,171,2021-12-01,2022-04-01,1430
PRJ-2021-242,PRJ-2021-242-SOV-11,145036.77,1618,86,207,204,2021-12-01,2022-06-13,1704
PRJ-2021-242,PRJ-2021-242-SOV-12,115545.12,1254,60,159,158,2021-12-01,2022-03-31,1314
PRJ-2021-242,PRJ-2021-242-SOV-13,35000.8,412,16,52,52,2022-04-04,2022-06-14,428
PRJ-2021-242,PRJ-2021-242-SOV-14,23526.46,256,10,32,32,2022-04-05,2022-06-14,266
PRJ-2021-242,PRJ-2021-242-SOV-15,51242.4,576,36,73,73,2022-04-04,2022-06-13,612
PRJ-2021-243,PRJ-2021-243-SOV-01,531018.6,5820,292,737,701,2021-02-02,2022-09-07,6112
PRJ-2021-243,PRJ-2021-243-SOV-02,171452.63,1908,104,240,238,2021-02-01,2021-07-26,2012
PRJ-2021-243,PRJ-2021-243-SOV-03,260581.07,2900,148,366,361,2021-04-02,2022-01-14,3048
PRJ-2021-243,PRJ-2021-243-SOV-04,281605.97000000003,3130,164,395,387,2021-03-31,2022-01-17,3294
PRJ-2021-243,PRJ-2021-243-SOV-05,263312.82,2874,164,363,354,2021-03-31,2022-01-17,3038
PRJ-2021-243,PRJ-2021-243-SOV-06,143621.27,1648,74,210,206,2021-07-27,2022-01-17,1722
PRJ-2021-243,PRJ-2021-243-SOV-07,143134.74,1558,88,198,197,2021-07-27,2022-01-17,1646
PRJ-2021-243,PRJ-2021-243-SOV-08,154426.88,1674,104,210,207,2021-07-27,2022-01-17,1778
PRJ-2021-243,PRJ-2021-243-SOV-09,292778.06,3258,154,413,408,2021-07-27,2022-06-13,3412
PRJ-2021-243,PRJ-2021-243-SOV-10,157315.38,1742,84,222,218,2022-01-18,2022-06-13,1826
PRJ-2021-243,PRJ-2021-243-SOV-11,181627.15,2006,114,252,249,2022-01-18,2022-09-05,2120
PRJ-2021-243,PRJ-2021-243-SOV-12,146498.57,1600,88,204,202,2022-01-18,2022-06-10,1688
PRJ-2021-243,PRJ-2021-243-SOV-13,49389.8,488,34,62,61,2022-06-14,2022-09-07,522
PRJ-2021-243,PRJ-2021-243-SOV-14,39691.02,460,28,58,57,2022-06-16,2022-09-06,488
PRJ-2021-243,PRJ-2021-243-SOV-15,43657.91,510,32,65,65,2022-06-14,2022-09-07,542
PRJ-2021-244,PRJ-2021-244-SOV-01,377728.88,4050,280,517,500,2021-02-04,2022-08-10,4330
PRJ-2021-244,PRJ-2021-244-SOV-02,140984.08000000002,1562,74,199,195,2021-02-03,2021-07-15,1636
PRJ-2021-244,PRJ-2021-244-SOV-03,174392.59,1928,110,246,246,2021-03-31,2021-12-31,2038
PRJ-2021-244,PRJ-2021-244-SOV-04,168052.14,1786,134,227,225,2021-04-08,2021-12-29,1920
PRJ-2021-244,PRJ-2021-244-SOV-05,164390.53,1760,110,225,222,2021-04-01,2021-12-31,1870
PRJ-2021-244,PRJ-2021-244-SOV-06,100163.12,1110,54,140,140,2021-07-22,2021-12-31,1164
PRJ-2021-244,PRJ-2021-244-SOV-07,81674.36,906,44,116,116,2021-07-21,2021-12-31,950
PRJ-2021-244,PRJ-2021-244-SOV-08,100861.95,1158,40,148,147,2021-07-20,2021-12-31,1198
PRJ-2021-244,PRJ-2021-244-SOV-09,200211.68,2212,110,279,276,2021-07-20,2022-05-19,2322
PRJ-2021-244,PRJ-2021-244-SOV-10,94371.33,1070,40,137,137,2022-01-03,2022-05-19,1110
PRJ-2021-244,PRJ-2021-244-SOV-11,160600.36000000002,1728,94,222,218,2022-01-05,2022-08-10,1822
PRJ-2021-244,PRJ-2021-244-SOV-12,97765.43000000001,1100,60,139,138,2022-01-03,2022-05-17,1160
PRJ-2021-244,PRJ-2021-244-SOV-13,31691.0,382,30,48,48,2022-05-20,2022-08-03,412
PRJ-2021-244,PRJ-2021-244-SOV-14,47983.380000000005,514,28,65,65,2022-05-20,2022-08-09,542
PRJ-2021-244,PRJ-2021-244-SOV-15,35674.090000000004,394,14,51,50,2022-05-23,2022-08-09,408
PRJ-2021-245,PRJ-2021-245-SOV-01,235209.37,2606,128,330,324,2021-01-21,2021-12-22,2734
PRJ-2021-245,PRJ-2021-245-SOV-02,86702.39,946,56,120,119,2021-01-20,2021-04-30,1002
PRJ-2021-245,PRJ-2021-245-SOV-03,112421.12,1234,78,155,151,2021-02-24,2021-08-11,1312
PRJ-2021-245,PRJ-2021-245-SOV-04,85292.52,958,34,121,121,2021-03-01,2021-08-11,992
PRJ-2021-245,PRJ-2021-245-SOV-05,104485.93000000001,1142,78,146,145,2021-02-26,2021-08-11,1220
PRJ-2021-245,PRJ-2021-245-SOV-06,66440.99,704,40,92,92,2021-05-03,2021-08-11,744
PRJ-2021-245,PRJ-2021-245-SOV-07,58830.16,630,36,81,81,2021-05-03,2021-08-11,666
PRJ-2021-245,PRJ-2021-245-SOV-08,55890.35,590,38,74,74,2021-05-03,2021-08-11,628
PRJ-2021-245,PRJ-2021-245-SOV-09,96575.38,1084,40,136,135,2021-05-03,2021-11-01,1124
PRJ-2021-245,PRJ-2021-245-SOV-10,63676.67,672,46,83,83,2021-08-13,2021-11-02,718
PRJ-2021-245,PRJ-2021-245-SOV-11,79781.61,858,50,110,109,2021-08-13,2021-12-23,908
PRJ-2021-245,PRJ-2021-245-SOV-12,56738.66,634,30,80,80,2021-08-12,2021-11-03,664
PRJ-2021-245,PRJ-2021-245-SOV-13,24195.14,284,4,36,36,2021-11-04,2021-12-23,288
PRJ-2021-245,PRJ-2021-245-SOV-14,25597.33,280,20,35,35,2021-11-04,2021-12-23,300
PRJ-2021-245,PRJ-2021-245-SOV-15,24379.13,256,10,33,33,2021-11-04,2021-12-23,266
PRJ-2021-246,PRJ-2021-246-SOV-01,625076.07,6908,388,873,829,2021-03-23,2023-02-28,7296
PRJ-2021-246,PRJ-2021-246-SOV-02,232306.51,2576,94,326,324,2021-03-23,2021-10-20,2670
PRJ-2021-246,PRJ-2021-246-SOV-03,348238.26,3772,228,479,460,2021-06-03,2022-05-19,4000
PRJ-2021-246,PRJ-2021-246-SOV-04,313122.03,3480,220,448,434,2021-06-03,2022-05-18,3700
PRJ-2021-246,PRJ-2021-246-SOV-05,359006.77,3906,244,493,480,2021-06-02,2022-05-20,4150
PRJ-2021-246,PRJ-2021-246-SOV-06,147948.16,1666,110,210,209,2021-10-21,2022-05-18,1776
PRJ-2021-246,PRJ-2021-246-SOV-07,184134.55,1990,102,256,256,2021-10-21,2022-05-20,2092
PRJ-2021-246,PRJ-2021-246-SOV-08,187423.91,2058,100,260,256,2021-10-21,2022-05-20,2158
PRJ-2021-246,PRJ-2021-246-SOV-09,348040.75,3834,210,487,481,2021-10-21,2022-11-15,4044
PRJ-2021-246,PRJ-2021-246-SOV-10,205789.84,2246,118,284,282,2022-05-23,2022-11-11,2364
PRJ-2021-246,PRJ-2021-246-SOV-11,221658.51,2468,128,314,305,2022-05-23,2023-02-28,2596
PRJ-2021-246,PRJ-2021-246-SOV-12,171645.63,1804,128,228,228,2022-05-23,2022-11-15,1932
PRJ-2021-246,PRJ-2021-246-SOV-13,68552.44,726,48,92,92,2022-11-17,2023-02-28,774
PRJ-2021-246,PRJ-2021-246-SOV-14,53137.54,572,26,71,71,2022-11-18,2023-02-27,598
PRJ-2021-246,PRJ-2021-246-SOV-15,55439.41,620,38,79,79,2022-11-16,2023-02-24,658
PRJ-2021-247,PRJ-2021-247-SOV-01,220765.8,2440,116,306,298,2021-02-17,2022-01-20,2556
PRJ-2021-247,PRJ-2021-247-SOV-02,80180.27,858,66,109,109,2021-02-17,2021-05-28,924
PRJ-2021-247,PRJ-2021-247-SOV-03,118314.01,1288,82,163,158,2021-03-25,2021-09-08,1370
PRJ-2021-247,PRJ-2021-247-SOV-04,95888.68000000001,1060,62,133,133,2021-03-24,2021-09-08,1122
PRJ-2021-247,PRJ-2021-247-SOV-05,124319.58,1332,70,167,165,2021-03-25,2021-09-08,1402
PRJ-2021-247,PRJ-2021-247-SOV-06,54152.95,588,24,76,76,2021-06-01,2021-09-08,612
PRJ-2021-247,PRJ-2021-247-SOV-07,47361.700000000004,512,30,66,66,2021-06-01,2021-09-08,542
PRJ-2021-247,PRJ-2021-247-SOV-08,57608.92,656,36,84,84,2021-05-31,2021-09-07,692
PRJ-2021-247,PRJ-2021-247-SOV-09,109613.96,1260,60,159,156,2021-05-31,2021-12-01,1320
PRJ-2021-247,PRJ-2021-247-SOV-10,63729.16,664,32,84,84,2021-09-09,2021-12-01,696
PRJ-2021-247,PRJ-2021-247-SOV-11,90893.65,1006,40,128,128,2021-09-09,2022-01-20,1046
PRJ-2021-247,PRJ-2021-247-SOV-12,51830.61,570,46,72,71,2021-09-09,2021-12-01,616
PRJ-2021-247,PRJ-2021-247-SOV-13,24783.78,266,14,34,34,2021-12-02,2022-01-20,280
PRJ-2021-247,PRJ-2021-247-SOV-14,32595.58,324,24,41,41,2021-12-02,2022-01-20,348
PRJ-2021-247,PRJ-2021-247-SOV-15,17043.0,200,12,26,26,2021-12-06,2022-01-20,212
PRJ-2021-248,PRJ-2021-248-SOV-01,282219.43,3046,186,386,381,2021-01-04,2022-02-03,3232
PRJ-2021-248,PRJ-2021-248-SOV-02,104426.38,1170,74,150,149,2021-01-01,2021-04-29,1244
PRJ-2021-248,PRJ-2021-248-SOV-03,137686.34,1464,96,185,185,2021-02-12,2021-08-24,1560
PRJ-2021-248,PRJ-2021-248-SOV-04,127905.99,1394,90,177,175,2021-02-11,2021-08-27,1484
PRJ-2021-248,PRJ-2021-248-SOV-05,122054.2,1342,88,168,165,2021-02-11,2021-08-26,1430
PRJ-2021-248,PRJ-2021-248-SOV-06,61232.36,650,50,82,82,2021-05-03,2021-08-30,700
PRJ-2021-248,PRJ-2021-248-SOV-07,53037.7,576,20,73,73,2021-05-04,2021-08-30,596
PRJ-2021-248,PRJ-2021-248-SOV-08,82520.24,902,40,112,112,2021-05-03,2021-08-30,942
PRJ-2021-248,PRJ-2021-248-SOV-09,154683.92,1740,90,219,217,2021-05-03,2021-12-08,1830
PRJ-2021-248,PRJ-2021-248-SOV-10,72448.66,792,60,100,99,2021-09-01,2021-12-08,852
PRJ-2021-248,PRJ-2021-248-SOV-11,106496.28,1162,46,148,146,2021-08-31,2022-02-04,1208
PRJ-2021-248,PRJ-2021-248-SOV-12,61757.65,664,52,83,81,2021-08-31,2021-12-08,716
PRJ-2021-248,PRJ-2021-248-SOV-13,23480.34,288,18,36,36,2021-12-09,2022-02-04,306
PRJ-2021-248,PRJ-2021-248-SOV-14,28310.06,330,12,41,40,2021-12-09,2022-02-03,342
PRJ-2021-248,PRJ-2021-248-SOV-15,29769.54,318,18,40,40,2021-12-10,2022-02-04,336
PRJ-2021-249,PRJ-2021-249-SOV-01,516936.84,5646,334,723,693,2021-02-15,2022-09-21,5980
PRJ-2021-249,PRJ-2021-249-SOV-02,163609.28,1816,94,230,225,2021-02-16,2021-08-09,1910
PRJ-2021-249,PRJ-2021-249-SOV-03,281553.11,3090,166,392,387,2021-04-14,2022-01-31,3256
PRJ-2021-249,PRJ-2021-249-SOV-04,275044.51,3010,150,385,378,2021-04-15,2022-01-31,3160
PRJ-2021-249,PRJ-2021-249-SOV-05,286329.97000000003,3118,196,393,388,2021-04-20,2022-01-31,3314
PRJ-2021-249,PRJ-2021-249-SOV-06,149303.35,1604,108,205,205,2021-08-10,2022-01-31,1712
PRJ-2021-249,PRJ-2021-249-SOV-07,161848.51,1790,100,229,224,2021-08-10,2022-01-31,1890
PRJ-2021-249,PRJ-2021-249-SOV-08,150099.03,1662,102,210,208,2021-08-10,2022-01-31,1764
PRJ-2021-249,PRJ-2021-249-SOV-09,265496.48,2880,174,367,356,2021-08-10,2022-06-24,3054
PRJ-2021-249,PRJ-2021-249-SOV-10,129521.77,1430,82,181,180,2022-02-01,2022-06-27,1512
PRJ-2021-249,PRJ-2021-249-SOV-11,190754.74,2066,148,261,257,2022-02-01,2022-09-21,2214
PRJ-2021-249,PRJ-2021-249-SOV-12,167135.06,1844,98,235,230,2022-02-01,2022-06-27,1942
PRJ-2021-249,PRJ-2021-249-SOV-13,45186.98,530,26,66,66,2022-06-28,2022-09-20,556
PRJ-2021-249,PRJ-2021-249-SOV-14,46886.02,482,24,61,61,2022-06-29,2022-09-21,506
PRJ-2021-249,PRJ-2021-249-SOV-15,55517.84,566,42,73,72,2022-06-28,2022-09-21,608
PRJ-2021-250,PRJ-2021-250-SOV-01,457070.38,4982,272,631,610,2021-03-29,2022-08-02,5254
PRJ-2021-250,PRJ-2021-250-SOV-02,177816.79,1942,106,246,241,2021-03-29,2021-08-23,2048
PRJ-2021-250,PRJ-2021-250-SOV-03,217265.88,2494,90,317,313,2021-05-20,2022-01-18,2584
PRJ-2021-250,PRJ-2021-250-SOV-04,228681.85,2442,162,309,304,2021-05-18,2022-01-13,2604
PRJ-2021-250,PRJ-2021-250-SOV-05,226993.67,2462,110,312,307,2021-05-18,2022-01-18,2572
PRJ-2021-250,PRJ-2021-250-SOV-06,120767.86,1310,96,165,163,2021-08-24,2022-01-18,1406
PRJ-2021-250,PRJ-2021-250-SOV-07,117139.59,1288,76,161,158,2021-08-24,2022-01-18,1364
PRJ-2021-250,PRJ-2021-250-SOV-08,110439.98,1258,64,160,160,2021-08-24,2022-01-18,1322
PRJ-2021-250,PRJ-2021-250-SOV-09,234653.26,2636,134,332,325,2021-08-24,2022-05-19,2770
PRJ-2021-250,PRJ-2021-250-SOV-10,126236.24,1400,64,178,176,2022-01-19,2022-05-19,1464
PRJ-2021-250,PRJ-2021-250-SOV-11,165566.0,1820,104,231,227,2022-01-19,2022-08-02,1924
PRJ-2021-250,PRJ-2021-250-SOV-12,118329.32,1246,126,158,158,2022-01-19,2022-05-19,1372
PRJ-2021-250,PRJ-2021-250-SOV-13,33691.0,370,18,47,47,2022-05-24,2022-08-01,388
PRJ-2021-250,PRJ-2021-250-SOV-14,40290.74,464,18,59,58,2022-05-23,2022-08-02,482
PRJ-2021-250,PRJ-2021-250-SOV-15,44544.0,436,42,56,56,2022-05-23,2022-08-01,478
PRJ-2021-251,PRJ-2021-251-SOV-01,620023.48,6778,394,854,820,2021-01-01,2022-10-07,7172
PRJ-2021-251,PRJ-2021-251-SOV-02,202210.25,2242,110,288,286,2021-01-04,2021-07-13,2352
PRJ-2021-251,PRJ-2021-251-SOV-03,309109.29,3392,168,432,419,2021-03-09,2022-01-24,3560
PRJ-2021-251,PRJ-2021-251-SOV-04,318195.61,3468,194,438,426,2021-03-09,2022-01-25,3662
PRJ-2021-251,PRJ-2021-251-SOV-05,319895.09,3474,226,439,426,2021-03-09,2022-01-25,3700
PRJ-2021-251,PRJ-2021-251-SOV-06,157242.54,1846,94,233,230,2021-07-15,2022-01-25,1940
PRJ-2021-251,PRJ-2021-251-SOV-07,162342.54,1694,106,215,212,2021-07-16,2022-01-24,1800
PRJ-2021-251,PRJ-2021-251-SOV-08,162964.48,1816,106,229,225,2021-07-15,2022-01-25,1922
PRJ-2021-251,PRJ-2021-251-SOV-09,334979.06,3660,170,467,456,2021-07-15,2022-07-05,3830
PRJ-2021-251,PRJ-2021-251-SOV-10,158008.0,1752,104,219,218,2022-01-27,2022-07-01,1856
PRJ-2021-251,PRJ-2021-251-SOV-11,213301.41,2262,142,288,285,2022-01-26,2022-10-07,2404
PRJ-2021-251,PRJ-2021-251-SOV-12,152504.94,1728,76,217,215,2022-01-26,2022-07-05,1804
PRJ-2021-251,PRJ-2021-251-SOV-13,53363.3,552,42,70,70,2022-07-06,2022-10-10,594
PRJ-2021-251,PRJ-2021-251-SOV-14,46869.79,540,22,70,69,2022-07-06,2022-10-10,562
PRJ-2021-251,PRJ-2021-251-SOV-15,43266.68,502,14,63,63,2022-07-07,2022-10-10,516
PRJ-2021-252,PRJ-2021-252-SOV-01,260153.64,2848,134,363,358,2021-03-10,2022-03-11,2982
PRJ-2021-252,PRJ-2021-252-SOV-02,86545.67,966,58,123,123,2021-03-09,2021-06-28,1024
PRJ-2021-252,PRJ-2021-252-SOV-03,106539.67,1190,64,151,150,2021-04-15,2021-10-15,1254
PRJ-2021-252,PRJ-2021-252-SOV-04,130947.72,1354,120,171,169,2021-04-20,2021-10-15,1474
PRJ-2021-252,PRJ-2021-252-SOV-05,102738.07,1150,84,144,144,2021-04-19,2021-10-15,1234
PRJ-2021-252,PRJ-2021-252-SOV-06,62646.0,702,32,90,90,2021-06-29,2021-10-14,734
PRJ-2021-252,PRJ-2021-252-SOV-07,72405.64,750,64,95,94,2021-06-29,2021-10-15,814
PRJ-2021-252,PRJ-2021-252-SOV-08,52851.9,576,42,72,72,2021-06-29,2021-10-15,618
PRJ-2021-252,PRJ-2021-252-SOV-09,125707.38,1474,60,189,189,2021-06-29,2022-01-14,1534
PRJ-2021-252,PRJ-2021-252-SOV-10,62181.94,672,40,84,84,2021-10-18,2022-01-17,712
PRJ-2021-252,PRJ-2021-252-SOV-11,102839.16,1154,64,145,143,2021-10-18,2022-03-11,1218
PRJ-2021-252,PRJ-2021-252-SOV-12,57475.55,622,26,79,79,2021-10-25,2022-01-17,648
PRJ-2021-252,PRJ-2021-252-SOV-13,24716.96,268,16,34,34,2022-01-20,2022-03-11,284
PRJ-2021-252,PRJ-2021-252-SOV-14,25389.82,296,14,37,37,2022-01-18,2022-03-11,310
PRJ-2021-252,PRJ-2021-252-SOV-15,32163.41,318,28,40,40,2022-01-20,2022-03-10,346
PRJ-2021-253,PRJ-2021-253-SOV-01,645375.66,7082,436,899,864,2021-03-24,2023-03-30,7518
PRJ-2021-253,PRJ-2021-253-SOV-02,222111.68,2398,122,308,307,2021-03-24,2021-11-01,2520
PRJ-2021-253,PRJ-2021-253-SOV-03,361474.8,3956,230,504,489,2021-06-07,2022-06-08,4186
PRJ-2021-253,PRJ-2021-253-SOV-04,381060.51,4166,236,528,515,2021-06-09,2022-06-09,4402
PRJ-2021-253,PRJ-2021-253-SOV-05,352444.05,3874,212,493,479,2021-06-07,2022-06-09,4086
PRJ-2021-253,PRJ-2021-253-SOV-06,173791.81,1896,124,240,237,2021-11-03,2022-06-09,2020
PRJ-2021-253,PRJ-2021-253-SOV-07,171663.59,1902,108,245,240,2021-11-03,2022-06-09,2010
PRJ-2021-253,PRJ-2021-253-SOV-08,180063.78,2046,98,259,257,2021-11-02,2022-06-09,2144
PRJ-2021-253,PRJ-2021-253-SOV-09,377878.0,4278,236,543,525,2021-11-03,2022-12-09,4514
PRJ-2021-253,PRJ-2021-253-SOV-10,171810.62,1878,90,237,232,2022-06-10,2022-12-12,1968
PRJ-2021-253,PRJ-2021-253-SOV-11,250740.11000000002,2690,176,338,330,2022-06-10,2023-03-31,2866
PRJ-2021-253,PRJ-2021-253-SOV-12,179866.46,2026,106,260,257,2022-06-10,2022-12-12,2132
PRJ-2021-253,PRJ-2021-253-SOV-13,53808.04,568,48,73,72,2022-12-16,2023-03-31,616
PRJ-2021-253,PRJ-2021-253-SOV-14,48363.92,548,26,70,70,2022-12-13,2023-03-31,574
PRJ-2021-253,PRJ-2021-253-SOV-15,54559.89,606,30,77,77,2022-12-13,2023-03-31,636
PRJ-2021-254,PRJ-2021-254-SOV-01,315820.27,3474,192,442,435,2021-02-01,2022-06-06,3666
PRJ-2021-254,PRJ-2021-254-SOV-02,127003.94,1388,102,176,175,2021-02-01,2021-06-28,1490
PRJ-2021-254,PRJ-2021-254-SOV-03,146422.24,1580,104,202,201,2021-03-23,2021-11-23,1684
PRJ-2021-254,PRJ-2021-254-SOV-04,163354.3,1780,114,225,222,2021-03-25,2021-11-23,1894
PRJ-2021-254,PRJ-2021-254-SOV-05,140872.45,1540,74,196,194,2021-03-23,2021-11-23,1614
PRJ-2021-254,PRJ-2021-254-SOV-06,87831.52,908,64,114,114,2021-06-30,2021-11-23,972
PRJ-2021-254,PRJ-2021-254-SOV-07,81017.11,940,44,119,119,2021-06-29,2021-11-18,984
PRJ-2021-254,PRJ-2021-254-SOV-08,89107.06,990,60,127,127,2021-06-29,2021-11-22,1050
PRJ-2021-254,PRJ-2021-254-SOV-09,185294.61000000002,1990,112,250,246,2021-06-29,2022-03-25,2102
PRJ-2021-254,PRJ-2021-254-SOV-10,78762.28,868,44,109,108,2021-11-24,2022-03-24,912
PRJ-2021-254,PRJ-2021-254-SOV-11,127849.58,1400,76,178,173,2021-11-24,2022-06-03,1476
PRJ-2021-254,PRJ-2021-254-SOV-12,87477.47,998,34,126,125,2021-11-25,2022-03-25,1032
PRJ-2021-254,PRJ-2021-254-SOV-13,40225.96,448,26,57,57,2022-03-31,2022-06-07,474
PRJ-2021-254,PRJ-2021-254-SOV-14,35996.86,374,32,48,48,2022-03-29,2022-06-07,406
PRJ-2021-254,PRJ-2021-254-SOV-15,36082.08,370,22,47,47,2022-03-28,2022-06-07,392
PRJ-2021-255,PRJ-2021-255-SOV-01,197470.47,2160,110,275,270,2021-03-08,2022-01-07,2270
PRJ-2021-255,PRJ-2021-255-SOV-02,72551.25,806,40,102,101,2021-03-08,2021-06-03,846
PRJ-2021-255,PRJ-2021-255-SOV-03,98258.26,1116,62,141,141,2021-04-07,2021-09-06,1178
PRJ-2021-255,PRJ-2021-255-SOV-04,94892.42,1022,72,129,129,2021-04-07,2021-09-06,1094
PRJ-2021-255,PRJ-2021-255-SOV-05,103207.79,1068,94,139,138,2021-04-15,2021-09-07,1162
PRJ-2021-255,PRJ-2021-255-SOV-06,48371.8,532,12,67,67,2021-06-10,2021-09-07,544
PRJ-2021-255,PRJ-2021-255-SOV-07,53892.65,604,36,75,73,2021-06-08,2021-09-07,640
PRJ-2021-255,PRJ-2021-255-SOV-08,61829.29,658,48,83,83,2021-06-08,2021-09-07,706
PRJ-2021-255,PRJ-2021-255-SOV-09,120560.43000000001,1286,98,163,163,2021-06-08,2021-11-22,1384
PRJ-2021-255,PRJ-2021-255-SOV-10,46024.88,522,20,66,66,2021-09-09,2021-11-23,542
PRJ-2021-255,PRJ-2021-255-SOV-11,75035.21,806,58,102,102,2021-09-09,2022-01-07,864
PRJ-2021-255,PRJ-2021-255-SOV-12,62841.16,662,52,83,83,2021-09-08,2021-11-23,714
PRJ-2021-255,PRJ-2021-255-SOV-13,19453.91,198,16,25,25,2021-11-24,2022-01-07,214
PRJ-2021-255,PRJ-2021-255-SOV-14,33060.06,334,24,43,43,2021-11-25,2022-01-07,358
PRJ-2021-255,PRJ-2021-255-SOV-15,24611.36,254,18,32,32,2021-11-24,2022-01-07,272
PRJ-2021-256,PRJ-2021-256-SOV-01,290384.28,3250,186,412,399,2021-03-12,2022-06-16,3436
PRJ-2021-256,PRJ-2021-256-SOV-02,110621.22,1192,76,152,151,2021-03-12,2021-07-28,1268
PRJ-2021-256,PRJ-2021-256-SOV-03,129027.97,1466,80,186,185,2021-04-29,2021-12-13,1546
PRJ-2021-256,PRJ-2021-256-SOV-04,137849.89,1492,96,189,187,2021-04-28,2021-12-10,1588
PRJ-2021-256,PRJ-2021-256-SOV-05,147394.27,1536,120,196,195,2021-04-29,2021-12-14,1656
PRJ-2021-256,PRJ-2021-256-SOV-06,85471.91,916,54,116,115,2021-07-29,2021-12-14,970
PRJ-2021-256,PRJ-2021-256-SOV-07,72791.01,818,30,104,104,2021-07-30,2021-12-14,848
PRJ-2021-256,PRJ-2021-256-SOV-08,73132.49,798,54,101,101,2021-07-29,2021-12-14,852
PRJ-2021-256,PRJ-2021-256-SOV-09,181900.93,1990,80,250,246,2021-07-29,2022-04-08,2070
PRJ-2021-256,PRJ-2021-256-SOV-10,79764.79000000001,926,42,118,118,2021-12-15,2022-04-08,968
PRJ-2021-256,PRJ-2021-256-SOV-11,109388.19,1216,58,156,155,2021-12-15,2022-06-14,1274
