project_id,project_name,original_contract_value,contract_date,substantial_completion_date,retention_pct,payment_terms,gc_name,architect,engineer_of_record,total_estimated_budget,budget_coverage
PRJ-2022-325,Minneapolis Apartment Complex - MEP,4398000,2022-03-21,2023-12-11,0.1,Net 30,Mortenson,HOK,ARUP,5177786.618,1.177
PRJ-2022-326,Kansas City Hospital - Mechanical Systems Renovation,4754000,2022-02-06,2023-06-26,0.1,Net 30,Turner Construction,Gensler,AEI,5324705.486,1.12
PRJ-2022-327,Salt Lake City Office Park - Core & Shell MEP,29520000,2022-02-10,2024-04-02,0.1,Net 30,Turner Construction,HOK,Henderson Engineers,33022659.642,1.119
PRJ-2022-328,Richmond High School - New Construction,15085000,2022-02-06,2023-04-20,0.1,Net 30,DPR Construction,Gensler,Henderson Engineers,17526064.965,1.162
PRJ-2022-329,Pittsburgh Cloud Campus Phase 1 - Cooling,22622000,2022-03-11,2023-10-11,0.1,Net 30,JE Dunn,Gensler,ARUP,22995622.136,1.017
PRJ-2022-330,Boston Mixed-Income Housing - Climate Control,3812000,2022-01-08,2022-10-15,0.1,Net 30,Mortenson,HOK,WSP,3904275.233,1.024
PRJ-2022-331,Baltimore Regional Medical Center - HVAC Upgrade,41560000,2022-01-24,2023-04-23,0.1,Net 30,JE Dunn,HOK,ARUP,41132905.582,0.99
PRJ-2022-332,Louisville Mixed-Use Tower - Mechanical,11220000,2022-01-01,2023-09-07,0.1,Net 30,Turner Construction,Gensler,WSP,12050437.875,1.074
PRJ-2022-333,Chicago High School - New Construction,13567000,2022-02-01,2023-10-09,0.1,Net 30,Mortenson,Gensler,Henderson Engineers,13479613.906,0.994
PRJ-2022-334,Raleigh Edge Data Center - Thermal Management,16918000,2022-01-15,2023-10-21,0.1,Net 30,Mortenson,Perkins&Will,Henderson Engineers,17130305.866,1.013
PRJ-2022-335,Louisville Mixed-Income Housing - Climate Control,12951000,2022-03-26,2023-06-18,0.1,Net 30,Mortenson,Perkins&Will,ARUP,14170253.483,1.094
PRJ-2022-336,Cincinnati Medical Campus - New HVAC Installation,19661000,2022-03-27,2023-04-05,0.1,Net 30,JE Dunn,Gensler,AEI,21493125.018,1.093
PRJ-2022-337,Oklahoma City Corporate Campus - HVAC Systems,24013000,2022-01-13,2023-06-28,0.1,Net 30,JE Dunn,Gensler,Syska Hennessy,25249845.958,1.052
PRJ-2022-338,Salt Lake City Middle School - HVAC Systems,6503000,2022-03-15,2023-08-09,0.1,Net 30,DPR Construction,HOK,Henderson Engineers,7251130.306,1.115
PRJ-2022-339,Pittsburgh Colocation Facility - HVAC,19158000,2022-02-23,2024-05-26,0.1,Net 30,Skanska USA,HKS,Syska Hennessy,20788331.767,1.085
PRJ-2022-340,San Antonio Senior Living - HVAC Upgrade,21923000,2022-01-17,2023-03-05,0.1,Net 30,JE Dunn,HOK,WSP,23252051.333,1.061
PRJ-2022-341,Boston Medical Campus - New HVAC Installation,26652000,2022-03-03,2023-03-01,0.1,Net 30,DPR Construction,Perkins&Will,Syska Hennessy,29665500.929,1.113
PRJ-2022-342,San Antonio Business Center - MEP Systems,25975000,2022-01-01,2023-01-08,0.1,Net 30,Skanska USA,HKS,Henderson Engineers,26370011.119,1.015
PRJ-2022-343,Boston Middle School - HVAC Systems,4342000,2022-03-23,2023-06-20,0.1,Net 30,Skanska USA,HKS,ARUP,4798477.5200000005,1.105
PRJ-2022-344,Las Vegas Cloud Campus Phase 1 - Cooling,14429000,2022-02-01,2023-01-30,0.1,Net 30,Mortenson,HOK,Syska Hennessy,15429009.185,1.069
PRJ-2022-345,Indianapolis Apartment Complex - MEP,20889000,2022-02-14,2023-08-04,0.1,Net 30,Turner Construction,SmithGroup,Henderson Engineers,21622037.297,1.035
PRJ-2022-346,Columbus Hospital - Mechanical Systems Renovation,23652000,2022-03-01,2024-05-07,0.1,Net 30,Mortenson,HOK,ARUP,23913485.447,1.011
PRJ-2022-347,Raleigh Corporate Campus - HVAC Systems,27076000,2022-02-26,2023-07-01,0.1,Net 30,Skanska USA,Perkins&Will,WSP,29288613.415,1.082
PRJ-2022-348,Nashville High School - New Construction,3189000,2022-01-26,2023-03-25,0.1,Net 30,Mortenson,HKS,WSP,3426667.982,1.075
PRJ-2022-349,Boston Data Center - Precision Cooling Systems,22985000,2022-03-30,2023-08-21,0.1,Net 30,Mortenson,Perkins&Will,Henderson Engineers,23734027.322,1.033
PRJ-2022-350,San Antonio Senior Living - HVAC Upgrade,8036000,2022-01-16,2023-11-23,0.1,Net 30,Mortenson,HOK,Syska Hennessy,7684554.258,0.956
PRJ-2022-351,Atlanta Medical Campus - New HVAC Installation,26481000,2022-01-13,2022-12-08,0.1,Net 30,JE Dunn,HOK,Syska Hennessy,26692390.747,1.008
PRJ-2022-352,Kansas City Business Center - MEP Systems,17595000,2022-03-03,2023-12-24,0.1,Net 30,DPR Construction,HKS,AEI,17751919.841000002,1.009
PRJ-2022-353,Atlanta Elementary Campus - Climate Systems,6748000,2022-02-01,2023-06-06,0.1,Net 30,DPR Construction,SmithGroup,ARUP,7677828.044,1.138
PRJ-2022-354,Las Vegas Colocation Facility - HVAC,11352000,2022-01-19,2023-02-07,0.1,Net 30,Skanska USA,Perkins&Will,AEI,11501910.098000001,1.013
PRJ-2022-355,Raleigh Apartment Complex - MEP,19636000,2022-03-20,2024-01-29,0.1,Net 30,Turner Construction,Perkins&Will,ARUP,19885426.565,1.013
PRJ-2022-356,Denver Surgery Center - Climate Control,30571000,2022-03-03,2023-12-11,0.1,Net 30,DPR Construction,HOK,AEI,33069670.684,1.082
PRJ-2022-357,Chicago Corporate Campus - HVAC Systems,12804000,2022-03-05,2022-12-10,0.1,Net 30,Skanska USA,Gensler,Henderson Engineers,12838874.261,1.003
PRJ-2022-358,Denver High School - New Construction,6596000,2022-01-12,2023-08-22,0.1,Net 30,Mortenson,Gensler,Henderson Engineers,7010035.139,1.063
PRJ-2022-359,Kansas City Cloud Campus Phase 1 - Cooling,8202000,2022-02-07,2022-09-10,0.1,Net 30,JE Dunn,HOK,WSP,8336100.308,1.016
PRJ-2022-360,Denver Senior Living - HVAC Upgrade,8177000,2022-03-07,2023-10-04,0.1,Net 30,DPR Construction,HKS,Henderson Engineers,8751629.748,1.07
PRJ-2022-361,Salt Lake City Hospital - Mechanical Systems Renovation,12912000,2022-01-20,2023-08-20,0.1,Net 30,Turner Construction,HOK,WSP,13018415.583,1.008
PRJ-2022-362,Houston Business Center - MEP Systems,25395000,2022-03-23,2023-05-19,0.1,Net 30,Turner Construction,HKS,WSP,26124534.881,1.029
PRJ-2022-363,Salt Lake City Middle School - HVAC Systems,5770000,2022-03-03,2023-02-16,0.1,Net 30,Turner Construction,SmithGroup,ARUP,6098627.778,1.057
PRJ-2022-364,Baltimore Edge Data Center - Thermal Management,17834000,2022-03-17,2023-05-19,0.1,Net 30,Skanska USA,HKS,AEI,19820180.607,1.111
PRJ-2022-365,Richmond Apartment Complex - MEP,20406000,2022-01-01,2023-04-08,0.1,Net 30,Skanska USA,Perkins&Will,Syska Hennessy,22117922.997,1.084
PRJ-2022-366,Columbus Hospital - Mechanical Systems Renovation,8337000,2022-03-22,2024-05-12,0.1,Net 30,JE Dunn,Perkins&Will,Henderson Engineers,8461010.707,1.015
PRJ-2022-367,Houston Office Park - Core & Shell MEP,6499000,2022-02-22,2023-10-11,0.1,Net 30,JE Dunn,HOK,Henderson Engineers,6705412.728,1.032
PRJ-2022-368,Tampa Elementary Campus - Climate Systems,12855000,2022-02-23,2023-08-25,0.1,Net 30,Skanska USA,HOK,ARUP,12438385.502,0.968
PRJ-2022-369,Louisville Edge Data Center - Thermal Management,16822000,2022-01-02,2023-03-29,0.1,Net 30,DPR Construction,Perkins&Will,Henderson Engineers,18251819.891,1.085
PRJ-2022-370,Richmond Mixed-Income Housing - Climate Control,3301000,2022-03-16,2023-01-16,0.1,Net 30,Turner Construction,HKS,AEI,3715069.848,1.125
PRJ-2022-371,Albuquerque Hospital - Mechanical Systems Renovation,43335000,2022-04-01,2022-12-27,0.1,Net 30,JE Dunn,HKS,ARUP,45400268.635,1.048
PRJ-2022-372,Pittsburgh Business Center - MEP Systems,7056000,2022-01-10,2024-01-08,0.1,Net 30,Skanska USA,Gensler,ARUP,6978423.848999999,0.989
PRJ-2022-373,Las Vegas Elementary Campus - Climate Systems,7091000,2022-02-07,2022-12-07,0.1,Net 30,Skanska USA,Gensler,ARUP,7786516.884,1.098
PRJ-2022-374,Houston Colocation Facility - HVAC,5458000,2022-03-06,2023-07-03,0.1,Net 30,JE Dunn,HKS,ARUP,5503310.053,1.008
PRJ-2022-375,Pittsburgh Mixed-Income Housing - Climate Control,11214000,2022-03-04,2024-02-14,0.1,Net 30,Mortenson,HKS,WSP,11477564.311,1.024
PRJ-2022-376,Columbus Regional Medical Center - HVAC Upgrade,36501000,2022-01-21,2023-12-31,0.1,Net 30,DPR Construction,Perkins&Will,AEI,37200344.514,1.019
PRJ-2022-377,Louisville Corporate Campus - HVAC Systems,8864000,2022-02-18,2023-01-20,0.1,Net 30,JE Dunn,HOK,Henderson Engineers,9973144.032,1.125
PRJ-2022-378,Raleigh Elementary Campus - Climate Systems,9195000,2022-02-24,2022-09-14,0.1,Net 30,DPR Construction,SmithGroup,AEI,10179912.522,1.107
PRJ-2022-379,Pittsburgh Data Center - Precision Cooling Systems,11816000,2022-02-16,2023-05-21,0.1,Net 30,Mortenson,HKS,ARUP,12094797.953,1.024
PRJ-2022-380,Portland Mixed-Income Housing - Climate Control,17710000,2022-02-22,2023-08-23,0.1,Net 30,DPR Construction,HOK,AEI,18271793.8,1.032
PRJ-2023-381,Pittsburgh Surgery Center - Climate Control,41186000,2023-02-03,2024-06-13,0.1,Net 30,Turner Construction,Gensler,Henderson Engineers,47381299.476,1.15
PRJ-2023-382,Baltimore Corporate Campus - HVAC Systems,10081000,2023-03-29,2024-07-20,0.1,Net 30,Skanska USA,HOK,WSP,11375179.129,1.128
PRJ-2023-383,Pittsburgh High School - New Construction,3222000,2023-01-17,2024-10-09,0.1,Net 30,Mortenson,Perkins&Will,AEI,3400811.026,1.055
PRJ-2023-384,Minneapolis Colocation Facility - HVAC,16654000,2023-02-02,2024-03-14,0.1,Net 30,Turner Construction,HOK,Henderson Engineers,17669375.061,1.061
PRJ-2023-385,Houston Senior Living - HVAC Upgrade,11398000,2023-02-03,2024-09-28,0.1,Net 30,Mortenson,HKS,AEI,13238921.216,1.162
PRJ-2023-386,Sacramento Regional Medical Center - HVAC Upgrade,14714000,2023-02-23,2024-02-22,0.1,Net 30,DPR Construction,Perkins&Will,ARUP,14534786.792,0.988
PRJ-2023-387,Sacramento Office Park - Core & Shell MEP,6827000,2023-02-25,2024-05-18,0.1,Net 30,DPR Construction,Perkins&Will,WSP,6889689.99,1.009
PRJ-2023-388,Tampa High School - New Construction,11540000,2023-01-25,2024-12-23,0.1,Net 30,Turner Construction,HOK,WSP,13438918.998,1.165
PRJ-2023-389,Houston Edge Data Center - Thermal Management,16458000,2023-03-19,2023-07-22,0.1,Net 30,DPR Construction,Gensler,Henderson Engineers,17451079.73,1.06
PRJ-2023-390,Louisville Apartment Complex - MEP,9884000,2023-01-26,2024-10-18,0.1,Net 30,JE Dunn,SmithGroup,ARUP,11037351.256000001,1.117
PRJ-2023-391,Pittsburgh Regional Medical Center - HVAC Upgrade,9340000,2023-02-22,2024-06-04,0.1,Net 30,Mortenson,Gensler,ARUP,10408109.227,1.114
PRJ-2023-392,Las Vegas Corporate Campus - HVAC Systems,9070000,2023-02-03,2023-11-06,0.1,Net 30,DPR Construction,Perkins&Will,Syska Hennessy,10272562.16,1.133
PRJ-2023-393,Las Vegas High School - New Construction,5279000,2023-01-20,2024-07-05,0.1,Net 30,Turner Construction,HKS,WSP,5378031.941,1.019
PRJ-2023-394,Pittsburgh Edge Data Center - Thermal Management,11747000,2023-02-23,2024-01-21,0.1,Net 30,Skanska USA,HOK,ARUP,12251754.103,1.043
PRJ-2023-395,Tampa Senior Living - HVAC Upgrade,3591000,2023-02-20,2023-09-08,0.1,Net 30,Skanska USA,SmithGroup,WSP,4041549.595,1.125
PRJ-2023-396,Tampa Hospital - Mechanical Systems Renovation,21976000,2023-03-30,2024-01-28,0.1,Net 30,Turner Construction,Perkins&Will,AEI,23561428.732,1.072
PRJ-2023-397,Sacramento Corporate Campus - HVAC Systems,24152000,2023-03-22,2024-08-10,0.1,Net 30,Skanska USA,Gensler,Henderson Engineers,24494710.846,1.014
PRJ-2023-398,Denver Middle School - HVAC Systems,7209000,2023-02-18,2024-07-13,0.1,Net 30,DPR Construction,HOK,Syska Hennessy,7120429.248,0.988
PRJ-2023-399,Louisville Edge Data Center - Thermal Management,8502000,2023-01-20,2025-01-25,0.1,Net 30,JE Dunn,Perkins&Will,Henderson Engineers,8659803.681,1.019
PRJ-2023-400,Columbus Apartment Complex - MEP,9928000,2023-02-25,2024-02-28,0.1,Net 30,Turner Construction,HKS,WSP,10152781.175,1.023
PRJ-2024-001,Mercy General Hospital - HVAC Modernization,35194000,2024-03-27,2025-09-01,0.1,Net 30,Turner Construction,SmithGroup,Henderson Engineers,36453787.54,1.036
PRJ-2024-002,Riverside Office Tower - Core & Shell MEP,30260000,2024-02-03,2026-01-27,0.1,Net 30,DPR Construction,Perkins&Will,ARUP,34582151.901,1.143
PRJ-2024-003,Greenfield Elementary School - New Construction,5544000,2024-02-19,2025-04-22,0.1,Net 30,DPR Construction,HOK,Henderson Engineers,3879188.028,0.7
PRJ-2024-004,Summit Data Center - Phase 2 Expansion,16340000,2024-02-18,2024-11-27,0.1,Net 30,DPR Construction,HOK,Henderson Engineers,17419240.281,1.066
PRJ-2024-005,Harbor View Condominiums - 3 Buildings,13650000,2024-03-27,2025-11-07,0.1,Net 30,Skanska USA,Gensler,AEI,15181692.991,1.112
