project_id,application_number,period_end,period_total,cumulative_billed,retention_held,net_payment_due,status,payment_date,line_item_count
PRJ-2020-190,10,2020-10-24,507200,5692400,569240.0,5123160.0,Paid,2020-11-24,15
PRJ-2020-190,11,2020-11-23,529800,6222200,622220.0,5599980.0,Approved,2020-12-26,15
PRJ-2020-190,13,2021-01-22,120000,6342200,634220.0,5707980.0,Pending,2021-02-23,13
PRJ-2020-191,2,2020-04-29,7089000,7089000,708900.0,6380100.0,Paid,2020-05-28,12
PRJ-2020-191,3,2020-05-29,7145600,14234600,1423460.0,12811140.0,Approved,,15
PRJ-2020-191,4,2020-06-28,5134600,19369200,1936920.0,17432280.0,Approved,2020-08-04,15
PRJ-2020-191,5,2020-07-28,5181900,24551100,2455110.0,22095990.0,Paid,2020-09-03,15
PRJ-2020-191,6,2020-08-27,5027200,29578300,2957830.0,26620470.0,Approved,2020-09-21,15
PRJ-2020-191,7,2020-09-26,5087700,34666000,3466600.0,31199400.0,Paid,2020-11-04,15
PRJ-2020-191,8,2020-10-26,4590100,39256100,3925610.0,35330490.0,Paid,2020-11-28,15
PRJ-2020-191,9,2020-11-25,4484600,43740700,4374070.0,39366630.0,Pending,2020-12-26,15
PRJ-2020-191,10,2020-12-25,961900,44702600,4470260.0,40232340.0,Pending,,15
PRJ-2020-191,11,2021-01-24,1417400,46120000,4612000.0,41508000.0,Pending,,14
PRJ-2020-192,2,2020-03-12,1356600,1356600,135660.0,1220940.0,Paid,2020-04-21,9
PRJ-2020-192,3,2020-04-11,1659700,3016300,301630.0,2714670.0,Pending,,12
PRJ-2020-192,4,2020-05-11,1556000,4572300,457230.0,4115070.0,Approved,2020-06-08,15
PRJ-2020-192,5,2020-06-10,1043400,5615700,561570.0,5054130.0,Paid,2020-07-15,15
PRJ-2020-192,6,2020-07-10,988100,6603800,660380.0,5943420.0,Pending,2020-08-10,15
PRJ-2020-192,7,2020-08-09,1001500,7605300,760530.0,6844770.0,Pending,2020-09-17,15
PRJ-2020-192,8,2020-09-08,958400,8563700,856370.0,7707330.0,Paid,2020-10-10,15
PRJ-2020-192,9,2020-10-08,993500,9557200,955720.0,8601480.0,Paid,2020-11-05,15
PRJ-2020-192,10,2020-11-07,980200,10537400,1053740.0,9483660.0,Pending,2020-12-05,15
PRJ-2020-192,11,2020-12-07,983100,11520500,1152050.0,10368450.0,Paid,2021-01-10,15
PRJ-2020-192,12,2021-01-06,968300,12488800,1248880.0,11239920.0,Paid,,15
PRJ-2020-192,13,2021-02-05,916500,13405300,1340530.0,12064770.0,Paid,2021-03-16,15
PRJ-2020-192,14,2021-03-07,889100,14294400,1429440.0,12864960.0,Paid,,15
PRJ-2020-192,15,2021-04-06,816700,15111100,1511110.0,13599990.0,Paid,,14
PRJ-2020-192,16,2021-05-06,878400,15989500,1598950.0,14390550.0,Approved,,13
PRJ-2020-192,18,2021-07-05,45300,16034800,1603480.0,14431320.0,Pending,2021-08-08,10
PRJ-2020-192,19,2021-08-04,262000,16296800,1629680.0,14667120.0,Pending,2021-09-01,13
PRJ-2020-193,2,2020-05-03,813700,813700,81370.0,732330.0,Paid,2020-05-30,9
PRJ-2020-193,3,2020-06-02,923000,1736700,173670.0,1563030.0,Paid,2020-07-04,9
PRJ-2020-193,4,2020-07-02,1037900,2774600,277460.0,2497140.0,Approved,2020-08-07,12
PRJ-2020-193,5,2020-08-01,1108500,3883100,388310.0,3494790.0,Pending,2020-09-03,12
PRJ-2020-193,6,2020-08-31,647600,4530700,453070.0,4077630.0,Paid,2020-09-29,15
PRJ-2020-193,7,2020-09-30,594800,5125500,512550.0,4612950.0,Paid,2020-10-25,15
PRJ-2020-193,8,2020-10-30,596700,5722200,572220.0,5149980.0,Paid,2020-12-05,15
PRJ-2020-193,9,2020-11-29,608000,6330200,633020.0,5697180.0,Pending,2021-01-08,15
PRJ-2020-193,10,2020-12-29,596300,6926500,692650.0,6233850.0,Approved,2021-01-27,15
PRJ-2020-193,11,2021-01-28,572800,7499300,749930.0,6749370.0,Paid,2021-03-08,15
PRJ-2020-193,12,2021-02-27,602900,8102200,810220.0,7291980.0,Approved,2021-03-28,15
PRJ-2020-193,13,2021-03-29,604100,8706300,870630.0,7835670.0,Approved,2021-05-07,15
PRJ-2020-193,14,2021-04-28,594600,9300900,930090.0,8370810.0,Paid,2021-05-27,15
PRJ-2020-193,15,2021-05-28,593600,9894500,989450.0,8905050.0,Paid,2021-06-27,15
PRJ-2020-193,16,2021-06-27,586100,10480600,1048060.0,9432540.0,Paid,2021-08-02,15
PRJ-2020-193,17,2021-07-27,607300,11087900,1108790.0,9979110.0,Paid,,15
PRJ-2020-193,18,2021-08-26,572900,11660800,1166080.0,10494720.0,Pending,2021-09-20,15
PRJ-2020-193,19,2021-09-25,524000,12184800,1218480.0,10966320.0,Approved,2021-10-21,15
PRJ-2020-193,20,2021-10-25,534600,12719400,1271940.0,11447460.0,Paid,2021-11-20,15
PRJ-2020-193,21,2021-11-24,536400,13255800,1325580.0,11930220.0,Paid,,13
PRJ-2020-193,22,2021-12-24,525500,13781300,1378130.0,12403170.0,Paid,2022-01-18,13
PRJ-2020-193,23,2022-01-23,517000,14298300,1429830.0,12868470.0,Paid,2022-02-28,13
PRJ-2020-193,25,2022-03-24,23100,14321400,1432140.0,12889260.0,Paid,2022-05-02,11
PRJ-2020-193,26,2022-04-23,160400,14481800,1448180.0,13033620.0,Approved,2022-05-19,13
PRJ-2020-193,27,2022-05-23,172300,14654100,1465410.0,13188690.0,Pending,2022-06-27,13
PRJ-2020-193,28,2022-06-22,174300,14828400,1482840.0,13345560.0,Pending,2022-07-23,13
PRJ-2020-194,2,2020-03-29,3165600,3165600,316560.0,2849040.0,Paid,2020-05-05,12
PRJ-2020-194,3,2020-04-28,2940600,6106200,610620.0,5495580.0,Paid,2020-06-03,15
PRJ-2020-194,4,2020-05-28,2193600,8299800,829980.0,7469820.0,Approved,2020-07-02,15
PRJ-2020-194,5,2020-06-27,2068000,10367800,1036780.0,9331020.0,Paid,2020-08-06,15
PRJ-2020-194,6,2020-07-27,2044900,12412700,1241270.0,11171430.0,Paid,,15
PRJ-2020-194,7,2020-08-26,2141000,14553700,1455370.0,13098330.0,Paid,2020-10-05,15
PRJ-2020-194,8,2020-09-25,1929400,16483100,1648310.0,14834790.0,Paid,2020-11-04,15
PRJ-2020-194,9,2020-10-25,1855400,18338500,1833850.0,16504650.0,Approved,2020-11-19,15
PRJ-2020-194,10,2020-11-24,438600,18777100,1877710.0,16899390.0,Pending,2020-12-27,14
PRJ-2020-194,11,2020-12-24,600100,19377200,1937720.0,17439480.0,Pending,2021-01-20,13
PRJ-2020-195,2,2020-04-29,1354300,1354300,135430.0,1218870.0,Paid,2020-05-30,9
PRJ-2020-195,3,2020-05-29,1747100,3101400,310140.0,2791260.0,Paid,2020-07-04,12
PRJ-2020-195,4,2020-06-28,1544200,4645600,464560.0,4181040.0,Paid,2020-08-01,15
PRJ-2020-195,5,2020-07-28,1052000,5697600,569760.0,5127840.0,Paid,2020-08-28,15
PRJ-2020-195,6,2020-08-27,1000300,6697900,669790.0,6028110.0,Paid,2020-09-23,15
PRJ-2020-195,7,2020-09-26,1002700,7700600,770060.0,6930540.0,Paid,2020-10-24,15
PRJ-2020-195,8,2020-10-26,1014300,8714900,871490.0,7843410.0,Paid,2020-12-03,15
PRJ-2020-195,9,2020-11-25,990100,9705000,970500.0,8734500.0,Pending,2020-12-20,15
PRJ-2020-195,10,2020-12-25,1010900,10715900,1071590.0,9644310.0,Paid,2021-01-30,15
PRJ-2020-195,11,2021-01-24,1004200,11720100,1172010.0,10548090.0,Paid,2021-03-01,15
PRJ-2020-195,12,2021-02-23,1041700,12761800,1276180.0,11485620.0,Paid,,15
PRJ-2020-195,13,2021-03-25,898600,13660400,1366040.0,12294360.0,Paid,2021-04-24,15
PRJ-2020-195,14,2021-04-24,873200,14533600,1453360.0,13080240.0,Approved,2021-05-23,15
PRJ-2020-195,15,2021-05-24,923300,15456900,1545690.0,13911210.0,Approved,2021-06-19,13
PRJ-2020-195,16,2021-06-23,898100,16355000,1635500.0,14719500.0,Paid,2021-07-26,13
PRJ-2020-195,18,2021-08-22,22900,16377900,1637790.0,14740110.0,Pending,2021-09-18,7
PRJ-2020-195,19,2021-09-21,266900,16644800,1664480.0,14980320.0,Pending,,13
PRJ-2020-196,2,2020-03-03,2504100,2504100,250410.0,2253690.0,Paid,2020-03-30,9
PRJ-2020-196,3,2020-04-02,2922400,5426500,542650.0,4883850.0,Paid,2020-05-12,12
PRJ-2020-196,4,2020-05-02,3332700,8759200,875920.0,7883280.0,Pending,2020-06-01,12
PRJ-2020-196,5,2020-06-01,2099000,10858200,1085820.0,9772380.0,Paid,,15
PRJ-2020-196,6,2020-07-01,1857700,12715900,1271590.0,11444310.0,Paid,2020-07-28,15
PRJ-2020-196,7,2020-07-31,1810800,14526700,1452670.0,13074030.0,Approved,2020-09-04,15
PRJ-2020-196,8,2020-08-30,1828600,16355300,1635530.0,14719770.0,Paid,2020-09-26,15
PRJ-2020-196,9,2020-09-29,1847500,18202800,1820280.0,16382520.0,Paid,2020-10-27,15
PRJ-2020-196,10,2020-10-29,1785800,19988600,1998860.0,17989740.0,Paid,2020-12-01,15
PRJ-2020-196,11,2020-11-28,1823900,21812500,2181250.0,19631250.0,Pending,2020-12-23,15
PRJ-2020-196,12,2020-12-28,1846400,23658900,2365890.0,21293010.0,Approved,2021-02-05,15
PRJ-2020-196,13,2021-01-27,1824700,25483600,2548360.0,22935240.0,Paid,2021-02-24,15
PRJ-2020-196,14,2021-02-26,1741200,27224800,2722480.0,24502320.0,Paid,2021-04-04,15
PRJ-2020-196,15,2021-03-28,1652800,28877600,2887760.0,25989840.0,Paid,2021-05-05,15
PRJ-2020-196,16,2021-04-27,1612500,30490100,3049010.0,27441090.0,Pending,2021-06-02,15
PRJ-2020-196,17,2021-05-27,1614700,32104800,3210480.0,28894320.0,Pending,2021-07-01,14
PRJ-2020-196,18,2021-06-26,1560800,33665600,3366560.0,30299040.0,Paid,2021-07-30,13
PRJ-2020-196,19,2021-07-26,400,33666000,3366600.0,30299400.0,Paid,2021-09-03,1
PRJ-2020-196,20,2021-08-25,370900,34036900,3403690.0,30633210.0,Approved,2021-09-19,13
PRJ-2020-196,21,2021-09-24,518500,34555400,3455540.0,31099860.0,Pending,2021-10-26,13
PRJ-2020-196,22,2021-10-24,515800,35071200,3507120.0,31564080.0,Pending,,13
PRJ-2020-197,2,2020-04-06,371800,371800,37180.0,334620.0,Paid,2020-05-14,12
PRJ-2020-197,3,2020-05-06,403900,775700,77570.0,698130.0,Paid,2020-06-13,15
PRJ-2020-197,4,2020-06-05,263400,1039100,103910.0,935190.0,Paid,,15
PRJ-2020-197,5,2020-07-05,260200,1299300,129930.0,1169370.0,Paid,2020-08-05,15
PRJ-2020-197,6,2020-08-04,263800,1563100,156310.0,1406790.0,Paid,2020-09-10,15
PRJ-2020-197,7,2020-09-03,255600,1818700,181870.0,1636830.0,Paid,2020-10-03,15
PRJ-2020-197,8,2020-10-03,257600,2076300,207630.0,1868670.0,Paid,2020-11-07,15
PRJ-2020-197,9,2020-11-02,220500,2296800,229680.0,2067120.0,Pending,2020-11-29,15
PRJ-2020-197,10,2020-12-02,231100,2527900,252790.0,2275110.0,Approved,,14
PRJ-2020-197,11,2021-01-01,22100,2550000,255000.0,2295000.0,Pending,2021-02-05,13
PRJ-2020-197,12,2021-01-31,69700,2619700,261970.0,2357730.0,Pending,2021-03-02,13
PRJ-2020-198,2,2020-05-16,1171400,1171400,117140.0,1054260.0,Paid,2020-06-10,9
PRJ-2020-198,3,2020-06-15,1443800,2615200,261520.0,2353680.0,Approved,2020-07-22,12
PRJ-2020-198,4,2020-07-15,916400,3531600,353160.0,3178440.0,Pending,,15
PRJ-2020-198,5,2020-08-14,841100,4372700,437270.0,3935430.0,Paid,2020-09-15,15
PRJ-2020-198,6,2020-09-13,834300,5207000,520700.0,4686300.0,Pending,2020-10-19,15
PRJ-2020-198,7,2020-10-13,800900,6007900,600790.0,5407110.0,Approved,2020-11-22,15
PRJ-2020-198,8,2020-11-12,829300,6837200,683720.0,6153480.0,Approved,2020-12-07,15
PRJ-2020-198,9,2020-12-12,804900,7642100,764210.0,6877890.0,Paid,2021-01-21,15
PRJ-2020-198,10,2021-01-11,775800,8417900,841790.0,7576110.0,Paid,2021-02-12,15
PRJ-2020-198,11,2021-02-10,721600,9139500,913950.0,8225550.0,Approved,2021-03-19,15
PRJ-2020-198,12,2021-03-12,727900,9867400,986740.0,8880660.0,Pending,2021-04-08,15
PRJ-2020-198,13,2021-04-11,211900,10079300,1007930.0,9071370.0,Paid,2021-05-21,13
PRJ-2020-198,14,2021-05-11,230400,10309700,1030970.0,9278730.0,Pending,2021-06-19,13
PRJ-2020-198,15,2021-06-10,238800,10548500,1054850.0,9493650.0,Pending,2021-07-18,13
PRJ-2020-199,2,2020-03-04,1619500,1619500,161950.0,1457550.0,Approved,2020-04-06,9
PRJ-2020-199,3,2020-04-03,2085400,3704900,370490.0,3334410.0,Paid,2020-05-05,12
PRJ-2020-199,4,2020-05-03,1584600,5289500,528950.0,4760550.0,Approved,2020-06-01,15
PRJ-2020-199,5,2020-06-02,1197900,6487400,648740.0,5838660.0,Paid,2020-07-05,15
PRJ-2020-199,6,2020-07-02,1204600,7692000,769200.0,6922800.0,Paid,2020-08-09,15
PRJ-2020-199,7,2020-08-01,1154900,8846900,884690.0,7962210.0,Approved,2020-09-03,15
PRJ-2020-199,8,2020-08-31,1144900,9991800,999180.0,8992620.0,Paid,2020-10-03,15
PRJ-2020-199,9,2020-09-30,1201500,11193300,1119330.0,10073970.0,Paid,,15
PRJ-2020-199,10,2020-10-30,1150400,12343700,1234370.0,11109330.0,Paid,2020-12-09,15
PRJ-2020-199,11,2020-11-29,1157300,13501000,1350100.0,12150900.0,Paid,2021-01-02,15
PRJ-2020-199,12,2020-12-29,1083600,14584600,1458460.0,13126140.0,Pending,,15
PRJ-2020-199,13,2021-01-28,1011900,15596500,1559650.0,14036850.0,Approved,2021-03-06,15
PRJ-2020-199,14,2021-02-27,1044600,16641100,1664110.0,14976990.0,Paid,2021-04-04,13
PRJ-2020-199,15,2021-03-29,40100,16681200,1668120.0,15013080.0,Paid,2021-05-06,10
PRJ-2020-199,16,2021-04-28,313500,16994700,1699470.0,15295230.0,Pending,2021-06-02,13
PRJ-2020-199,17,2021-05-28,357500,17352200,1735220.0,15616980.0,Pending,,13
PRJ-2020-200,2,2020-02-27,652200,652200,65220.0,586980.0,Pending,2020-03-28,12
PRJ-2020-200,3,2020-03-28,648500,1300700,130070.0,1170630.0,Paid,2020-04-27,15
PRJ-2020-200,4,2020-04-27,452100,1752800,175280.0,1577520.0,Paid,2020-06-01,15
PRJ-2020-200,5,2020-05-27,446500,2199300,219930.0,1979370.0,Paid,,15
PRJ-2020-200,6,2020-06-26,447800,2647100,264710.0,2382390.0,Paid,2020-08-03,15
PRJ-2020-200,7,2020-07-26,435100,3082200,308220.0,2773980.0,Pending,,15
PRJ-2020-200,8,2020-08-25,426500,3508700,350870.0,3157830.0,Paid,2020-09-21,15
PRJ-2020-200,9,2020-09-24,393000,3901700,390170.0,3511530.0,Paid,2020-11-02,15
PRJ-2020-200,10,2020-10-24,398700,4300400,430040.0,3870360.0,Paid,2020-12-03,14
PRJ-2020-200,11,2020-11-23,32600,4333000,433300.0,3899700.0,Pending,2020-12-27,14
PRJ-2020-200,12,2020-12-23,123400,4456400,445640.0,4010760.0,Pending,2021-01-26,13
PRJ-2020-201,2,2020-02-28,3772800,3772800,377280.0,3395520.0,Paid,,9
PRJ-2020-201,3,2020-03-29,4823200,8596000,859600.0,7736400.0,Paid,2020-04-30,12
PRJ-2020-201,4,2020-04-28,4220800,12816800,1281680.0,11535120.0,Approved,2020-05-24,15
PRJ-2020-201,5,2020-05-28,2882000,15698800,1569880.0,14128920.0,Paid,2020-06-25,15
PRJ-2020-201,6,2020-06-27,2762300,18461100,1846110.0,16614990.0,Paid,2020-07-29,15
PRJ-2020-201,7,2020-07-27,2755900,21217000,2121700.0,19095300.0,Paid,2020-09-02,15
PRJ-2020-201,8,2020-08-26,2735800,23952800,2395280.0,21557520.0,Paid,,15
PRJ-2020-201,9,2020-09-25,2860300,26813100,2681310.0,24131790.0,Paid,2020-11-04,15
PRJ-2020-201,10,2020-10-25,2742800,29555900,2955590.0,26600310.0,Pending,2020-11-27,15
PRJ-2020-201,11,2020-11-24,2850100,32406000,3240600.0,29165400.0,Approved,2020-12-31,15
PRJ-2020-201,12,2020-12-24,2533200,34939200,3493920.0,31445280.0,Paid,,15
PRJ-2020-201,13,2021-01-23,2504300,37443500,3744350.0,33699150.0,Paid,2021-02-28,15
PRJ-2020-201,14,2021-02-22,2334700,39778200,3977820.0,35800380.0,Approved,,15
PRJ-2020-201,15,2021-03-24,2506100,42284300,4228430.0,38055870.0,Approved,2021-04-27,13
PRJ-2020-201,17,2021-05-23,409300,42693600,4269360.0,38424240.0,Pending,2021-06-20,13
PRJ-2020-201,18,2021-06-22,759700,43453300,4345330.0,39107970.0,Pending,,13
PRJ-2020-202,2,2020-03-31,1531400,1531400,153140.0,1378260.0,Paid,,9
PRJ-2020-202,3,2020-04-30,1591600,3123000,312300.0,2810700.0,Pending,,9
PRJ-2020-202,4,2020-05-30,1974000,5097000,509700.0,4587300.0,Paid,2020-06-28,12
PRJ-2020-202,5,2020-06-29,2039700,7136700,713670.0,6423030.0,Pending,2020-08-07,12
PRJ-2020-202,6,2020-07-29,1207300,8344000,834400.0,7509600.0,Paid,2020-09-01,15
PRJ-2020-202,7,2020-08-28,1064100,9408100,940810.0,8467290.0,Pending,2020-10-07,15
PRJ-2020-202,8,2020-09-27,1085800,10493900,1049390.0,9444510.0,Paid,2020-11-06,15
PRJ-2020-202,9,2020-10-27,1092500,11586400,1158640.0,10427760.0,Pending,2020-11-30,15
PRJ-2020-202,10,2020-11-26,1085400,12671800,1267180.0,11404620.0,Approved,2021-01-01,15
PRJ-2020-202,11,2020-12-26,1049000,13720800,1372080.0,12348720.0,Pending,2021-01-20,15
PRJ-2020-202,12,2021-01-25,1043700,14764500,1476450.0,13288050.0,Paid,2021-02-24,15
PRJ-2020-202,13,2021-02-24,1126000,15890500,1589050.0,14301450.0,Paid,2021-03-27,15
PRJ-2020-202,14,2021-03-26,1108500,16999000,1699900.0,15299100.0,Paid,2021-04-22,15
PRJ-2020-202,15,2021-04-25,1055800,18054800,1805480.0,16249320.0,Paid,,15
PRJ-2020-202,16,2021-05-25,1114400,19169200,1916920.0,17252280.0,Paid,2021-06-27,15
PRJ-2020-202,17,2021-06-24,1041100,20210300,2021030.0,18189270.0,Paid,2021-07-19,15
PRJ-2020-202,18,2021-07-24,1057100,21267400,2126740.0,19140660.0,Paid,,15
PRJ-2020-202,19,2021-08-23,989000,22256400,2225640.0,20030760.0,Paid,,15
PRJ-2020-202,20,2021-09-22,981200,23237600,2323760.0,20913840.0,Approved,2021-10-26,14
PRJ-2020-202,21,2021-10-22,934900,24172500,2417250.0,21755250.0,Paid,2021-11-25,13
PRJ-2020-202,22,2021-11-21,975500,25148000,2514800.0,22633200.0,Paid,2021-12-22,13
PRJ-2020-202,23,2021-12-21,952100,26100100,2610010.0,23490090.0,Paid,2022-01-29,13
PRJ-2020-202,25,2022-02-19,34200,26134300,2613430.0,23520870.0,Paid,2022-03-31,9
PRJ-2020-202,26,2022-03-21,276200,26410500,2641050.0,23769450.0,Paid,,13
PRJ-2020-202,27,2022-04-20,327700,26738200,2673820.0,24064380.0,Pending,2022-05-21,13
PRJ-2020-202,28,2022-05-20,305100,27043300,2704330.0,24338970.0,Pending,2022-06-18,13
PRJ-2020-203,2,2020-03-16,238800,238800,23880.0,214920.0,Paid,2020-04-12,9
PRJ-2020-203,3,2020-04-15,256900,495700,49570.0,446130.0,Paid,2020-05-24,9
PRJ-2020-203,4,2020-05-15,312600,808300,80830.0,727470.0,Paid,,12
PRJ-2020-203,5,2020-06-14,315800,1124100,112410.0,1011690.0,Pending,2020-07-09,12
PRJ-2020-203,6,2020-07-14,217200,1341300,134130.0,1207170.0,Paid,2020-08-09,15
PRJ-2020-203,7,2020-08-13,180600,1521900,152190.0,1369710.0,Pending,2020-09-12,15
PRJ-2020-203,8,2020-09-12,176300,1698200,169820.0,1528380.0,Paid,,15
PRJ-2020-203,9,2020-10-12,175500,1873700,187370.0,1686330.0,Paid,2020-11-07,15
PRJ-2020-203,10,2020-11-11,182200,2055900,205590.0,1850310.0,Paid,,15
PRJ-2020-203,11,2020-12-11,177800,2233700,223370.0,2010330.0,Paid,,15
PRJ-2020-203,12,2021-01-10,174600,2408300,240830.0,2167470.0,Paid,2021-02-06,15
PRJ-2020-203,13,2021-02-09,174000,2582300,258230.0,2324070.0,Approved,2021-03-12,15
PRJ-2020-203,14,2021-03-11,185900,2768200,276820.0,2491380.0,Paid,,15
PRJ-2020-203,15,2021-04-10,176400,2944600,294460.0,2650140.0,Paid,2021-05-07,15
PRJ-2020-203,16,2021-05-10,174100,3118700,311870.0,2806830.0,Paid,2021-06-04,15
PRJ-2020-203,17,2021-06-09,176700,3295400,329540.0,2965860.0,Approved,,15
PRJ-2020-203,18,2021-07-09,174600,3470000,347000.0,3123000.0,Paid,2021-08-16,15
PRJ-2020-203,19,2021-08-08,165300,3635300,363530.0,3271770.0,Approved,2021-09-17,15
PRJ-2020-203,20,2021-09-07,154800,3790100,379010.0,3411090.0,Pending,,15
PRJ-2020-203,21,2021-10-07,159500,3949600,394960.0,3554640.0,Paid,2021-11-04,14
PRJ-2020-203,22,2021-11-06,147500,4097100,409710.0,3687390.0,Pending,2021-12-05,13
PRJ-2020-203,23,2021-12-06,156600,4253700,425370.0,3828330.0,Paid,2022-01-06,13
PRJ-2020-203,24,2022-01-05,156900,4410600,441060.0,3969540.0,Pending,2022-02-02,13
PRJ-2020-203,27,2022-04-05,29900,4440500,444050.0,3996450.0,Paid,2022-05-05,13
PRJ-2020-203,28,2022-05-05,48300,4488800,448880.0,4039920.0,Pending,2022-06-11,13
PRJ-2020-203,29,2022-06-04,52700,4541500,454150.0,4087350.0,Pending,,13
PRJ-2020-204,2,2020-04-12,2518600,2518600,251860.0,2266740.0,Approved,2020-05-20,12
PRJ-2020-204,3,2020-05-12,3255600,5774200,577420.0,5196780.0,Paid,2020-06-07,15
PRJ-2020-204,4,2020-06-11,1879200,7653400,765340.0,6888060.0,Paid,,15
PRJ-2020-204,5,2020-07-11,1807400,9460800,946080.0,8514720.0,Paid,,15
PRJ-2020-204,6,2020-08-10,1884900,11345700,1134570.0,10211130.0,Pending,2020-09-10,15
PRJ-2020-204,7,2020-09-09,1823200,13168900,1316890.0,11852010.0,Paid,2020-10-16,15
PRJ-2020-204,8,2020-10-09,1841900,15010800,1501080.0,13509720.0,Approved,2020-11-13,15
PRJ-2020-204,9,2020-11-08,1835500,16846300,1684630.0,15161670.0,Approved,2020-12-08,15
PRJ-2020-204,10,2020-12-08,1641200,18487500,1848750.0,16638750.0,Pending,2021-01-16,15
PRJ-2020-204,11,2021-01-07,1565400,20052900,2005290.0,18047610.0,Paid,2021-02-10,15
PRJ-2020-204,12,2021-02-06,1633400,21686300,2168630.0,19517670.0,Paid,,14
PRJ-2020-204,14,2021-04-07,193500,21879800,2187980.0,19691820.0,Pending,2021-05-12,13
PRJ-2020-205,2,2020-03-23,442100,442100,44210.0,397890.0,Paid,2020-05-01,9
PRJ-2020-205,3,2020-04-22,475700,917800,91780.0,826020.0,Paid,2020-05-27,12
PRJ-2020-205,4,2020-05-22,575200,1493000,149300.0,1343700.0,Approved,2020-06-24,12
PRJ-2020-205,5,2020-06-21,506000,1999000,199900.0,1799100.0,Pending,2020-07-16,15
PRJ-2020-205,6,2020-07-21,340400,2339400,233940.0,2105460.0,Approved,2020-08-23,15
PRJ-2020-205,7,2020-08-20,313700,2653100,265310.0,2387790.0,Pending,2020-09-14,15
PRJ-2020-205,8,2020-09-19,317700,2970800,297080.0,2673720.0,Paid,2020-10-28,15
PRJ-2020-205,9,2020-10-19,306800,3277600,327760.0,2949840.0,Pending,2020-11-19,15
PRJ-2020-205,10,2020-11-18,321100,3598700,359870.0,3238830.0,Paid,2020-12-20,15
PRJ-2020-205,11,2020-12-18,319800,3918500,391850.0,3526650.0,Paid,2021-01-24,15
PRJ-2020-205,12,2021-01-17,309300,4227800,422780.0,3805020.0,Pending,2021-02-25,15
PRJ-2020-205,13,2021-02-16,310700,4538500,453850.0,4084650.0,Paid,2021-03-19,15
PRJ-2020-205,14,2021-03-18,319700,4858200,485820.0,4372380.0,Paid,2021-04-12,15
PRJ-2020-205,15,2021-04-17,308200,5166400,516640.0,4649760.0,Pending,2021-05-13,15
PRJ-2020-205,16,2021-05-17,306000,5472400,547240.0,4925160.0,Paid,2021-06-21,15
PRJ-2020-205,17,2021-06-16,307400,5779800,577980.0,5201820.0,Paid,2021-07-16,15
PRJ-2020-205,18,2021-07-16,269600,6049400,604940.0,5444460.0,Pending,2021-08-19,15
PRJ-2020-205,19,2021-08-15,275200,6324600,632460.0,5692140.0,Approved,2021-09-23,14
PRJ-2020-205,20,2021-09-14,267300,6591900,659190.0,5932710.0,Pending,2021-10-11,14
PRJ-2020-205,21,2021-10-14,265100,6857000,685700.0,6171300.0,Paid,2021-11-12,13
PRJ-2020-205,22,2021-11-13,275800,7132800,713280.0,6419520.0,Pending,2021-12-17,13
PRJ-2020-205,25,2022-02-11,3200,7136000,713600.0,6422400.0,Pending,2022-03-23,6
PRJ-2020-205,26,2022-03-13,78000,7214000,721400.0,6492600.0,Pending,2022-04-11,13
PRJ-2020-206,2,2020-04-16,1712900,1712900,171290.0,1541610.0,Paid,,9
PRJ-2020-206,3,2020-05-16,2211000,3923900,392390.0,3531510.0,Approved,2020-06-20,12
PRJ-2020-206,4,2020-06-15,1785100,5709000,570900.0,5138100.0,Approved,,15
PRJ-2020-206,5,2020-07-15,1317000,7026000,702600.0,6323400.0,Approved,2020-08-17,15
PRJ-2020-206,6,2020-08-14,1234900,8260900,826090.0,7434810.0,Paid,,15
PRJ-2020-206,7,2020-09-13,1265200,9526100,952610.0,8573490.0,Paid,2020-10-17,15
PRJ-2020-206,8,2020-10-13,1238800,10764900,1076490.0,9688410.0,Paid,,15
PRJ-2020-206,9,2020-11-12,1257200,12022100,1202210.0,10819890.0,Pending,2020-12-12,15
PRJ-2020-206,10,2020-12-12,1231300,13253400,1325340.0,11928060.0,Pending,2021-01-13,15
PRJ-2020-206,11,2021-01-11,1273400,14526800,1452680.0,13074120.0,Paid,2021-02-20,15
PRJ-2020-206,12,2021-02-10,1155900,15682700,1568270.0,14114430.0,Pending,2021-03-10,15
PRJ-2020-206,13,2021-03-12,1081400,16764100,1676410.0,15087690.0,Pending,2021-04-16,15
PRJ-2020-206,14,2021-04-11,1101500,17865600,1786560.0,16079040.0,Approved,2021-05-20,15
PRJ-2020-206,15,2021-05-11,1113400,18979000,1897900.0,17081100.0,Pending,,13
PRJ-2020-206,17,2021-07-10,178900,19157900,1915790.0,17242110.0,Pending,2021-08-17,13
PRJ-2020-206,18,2021-08-09,338800,19496700,1949670.0,17547030.0,Pending,2021-09-11,13
PRJ-2020-207,2,2020-05-07,629100,629100,62910.0,566190.0,Paid,,12
PRJ-2020-207,3,2020-06-06,591500,1220600,122060.0,1098540.0,Approved,2020-07-01,15
PRJ-2020-207,4,2020-07-06,438800,1659400,165940.0,1493460.0,Paid,2020-08-14,15
PRJ-2020-207,5,2020-08-05,434800,2094200,209420.0,1884780.0,Pending,2020-09-04,15
PRJ-2020-207,6,2020-09-04,426900,2521100,252110.0,2268990.0,Paid,2020-10-06,15
