project_id,delivery_id,date,sov_line_id,material_category,item_description,quantity,unit,unit_cost,total_cost,po_number,vendor,received_by,condition_notes
PRJ-2020-167,DEL-167-431f40,2020-02-03,PRJ-2020-167-SOV-04,DUCTWORK,"Flex Duct 10""",455,LF,98.79,44948.78,PO-94621,Johnstone Supply,M. Chen,Minor packaging damage - product OK
PRJ-2020-167,DEL-167-d47b5d,2020-03-13,PRJ-2020-167-SOV-04,ductwork,Galvanized Sheet Metal 20ga,44,SHEET,2413.71,106203.15,PO-33787,Johnstone Supply,R. Williams,Partial shipment - backorder pending
PRJ-2020-167,DEL-167-9a73d1,2020-03-13,PRJ-2020-167-SOV-06,pipe,"Copper Type L 2""",973,LF,0.81,790.89,PO-43264,Carrier Enterprise,D. Patel,Partial shipment - backorder pending
PRJ-2020-167,DEL-167-eb6900,2020-03-16,PRJ-2020-167-SOV-04,duct work,"Spiral Duct 16""",121,LF,496.13,60032.18,PO-18717,RE Michel,M. Chen,Good condition
PRJ-2020-167,DEL-167-722a71,2020-03-16,PRJ-2020-167-SOV-04,ductwork,Galvanized Sheet Metal 20ga,99,SHEET,454.68,45013.61,PO-36971,Winsupply,K. Thompson,Good condition
PRJ-2020-167,DEL-167-4de1b5,2020-03-16,PRJ-2020-167-SOV-09,Equipment,AHU Custom,1,EA,178279.83,178279.83,PO-42334,RE Michel,K. Thompson,Good condition
PRJ-2020-167,DEL-167-8da5d9,2020-03-17,PRJ-2020-167-SOV-05,Piping,"Black Steel Sch40 2""",932,LF,41.33,38517.55,PO-10275,ACR Group,D. Patel,Minor packaging damage - product OK
PRJ-2020-167,DEL-167-2d73a9,2020-03-19,PRJ-2020-167-SOV-06,Piping,"Black Steel Sch40 4""",937,LF,38.93,36480.39,PO-95376,Ferguson Supply,D. Patel,Minor packaging damage - product OK
PRJ-2020-167,DEL-167-63bdf0,2020-03-22,PRJ-2020-167-SOV-04,Ductwork,"Spiral Duct 24""",349,LF,55.44,19348.93,PO-52315,Johnstone Supply,J. Martinez,Minor packaging damage - product OK
PRJ-2020-167,DEL-167-ac1376,2020-03-22,PRJ-2020-167-SOV-07,equipment,Chiller 200-Ton,3,EA,34797.91,104393.72,PO-77010,ACR Group,J. Martinez,Good condition
PRJ-2020-167,DEL-167-6ffacd,2020-03-31,PRJ-2020-167-SOV-09,Equipment,Boiler 2000MBH,4,EA,48118.67,192474.67,PO-38957,Winsupply,D. Patel,Partial shipment - backorder pending
PRJ-2020-167,DEL-167-260f28,2020-04-01,PRJ-2020-167-SOV-05,Piping,"Black Steel Sch40 2""",506,LF,8.62,4363.24,PO-80512,Johnstone Supply,J. Martinez,Good condition
PRJ-2020-167,DEL-167-f2a0b7,2020-04-14,PRJ-2020-167-SOV-07,Equipment,Split System 3-Ton,7,EA,36890.3,258232.13,PO-87942,Winsupply,K. Thompson,Minor packaging damage - product OK
PRJ-2020-167,DEL-167-79c956,2020-05-03,PRJ-2020-167-SOV-08,equip,RTU 15-Ton,4,EA,22543.16,90172.64,PO-16733,Carrier Enterprise,D. Patel,Partial shipment - backorder pending
PRJ-2020-167,DEL-167-d551da,2020-05-05,PRJ-2020-167-SOV-06,Piping,"Copper Type L 1""",855,LF,63.27,54095.63,PO-47795,Johnstone Supply,M. Chen,Partial shipment - backorder pending
PRJ-2020-167,DEL-167-28297b,2020-05-07,PRJ-2020-167-SOV-08,Equipment,Chiller 200-Ton,3,EA,13872.18,41616.53,PO-13077,RE Michel,R. Williams,Partial shipment - backorder pending
PRJ-2020-167,DEL-167-b660d5,2020-05-14,PRJ-2020-167-SOV-09,Equipment,FCU 2-Pipe,206,LF,25.34,5219.44,PO-76506,ACR Group,J. Martinez,Good condition
PRJ-2020-167,DEL-167-cab075,2020-05-15,PRJ-2020-167-SOV-08,equip,Chiller 200-Ton,4,EA,38204.94,152819.75,PO-91712,ACR Group,J. Martinez,Partial shipment - backorder pending
PRJ-2020-167,DEL-167-de5c0e,2020-05-24,PRJ-2020-167-SOV-03,ductwork,"Spiral Duct 16""",72,LF,2132.84,153564.27,PO-10513,Johnstone Supply,M. Chen,Partial shipment - backorder pending
PRJ-2020-167,DEL-167-b9232d,2020-05-24,PRJ-2020-167-SOV-03,Ductwork,"Spiral Duct 16""",180,lf,430.83,77549.76,PO-20584,RE Michel,M. Chen,Good condition
PRJ-2020-167,DEL-167-1b0822,2020-05-24,PRJ-2020-167-SOV-06,Piping,Pipe Hangers Assorted,976,LF,48.6,47434.63,PO-61600,Johnstone Supply,M. Chen,Good condition
PRJ-2020-167,DEL-167-25c876,2020-05-28,PRJ-2020-167-SOV-03,Ductwork,Duct Sealant,80,LF,1309.76,104780.9,PO-77787,Carrier Enterprise,K. Thompson,Good condition
PRJ-2020-167,DEL-167-8a774b,2020-05-31,PRJ-2020-167-SOV-07,Equipment,FCU 4-Pipe,608,LF,464.18,282223.89,PO-11345,Carrier Enterprise,K. Thompson,Good condition
PRJ-2020-167,DEL-167-5ff65f,2020-06-16,PRJ-2020-167-SOV-05,Piping,"Copper Type L 1""",202,LF,474.48,95844.95,PO-45889,RE Michel,R. Williams,Good condition
PRJ-2020-167,DEL-167-994404,2020-06-22,PRJ-2020-167-SOV-03,Ductwork,"Spiral Duct 12""",356,LF,146.42,52124.75,PO-58959,Carrier Enterprise,J. Martinez,Good condition
PRJ-2020-167,DEL-167-af07f1,2020-06-23,PRJ-2020-167-SOV-04,Ductwork,"Spiral Duct 12""",204,LF,61.68,12583.55,PO-27960,Winsupply,J. Martinez,Good condition
PRJ-2020-167,DEL-167-a0004b,2020-07-29,PRJ-2020-167-SOV-06,piping,"Copper Type L 1""",561,Lin Ft,40.75,22858.51,PO-87831,RE Michel,J. Martinez,Good condition
PRJ-2020-167,DEL-167-897e31,2020-08-16,PRJ-2020-167-SOV-11,Control,VAV Controller,17,PC,3096.25,52636.3,PO-87514,ACR Group,J. Martinez,Good condition
PRJ-2020-167,DEL-167-d9f75f,2020-08-24,PRJ-2020-167-SOV-08,Equipment,Boiler 2000MBH,3,ea,90715.71,272147.12,PO-71092,Carrier Enterprise,J. Martinez,Good condition
PRJ-2020-167,DEL-167-363d28,2020-08-26,PRJ-2020-167-SOV-12,Insulation,"Pipe Insulation 1"" Armaflex",283,LF,74.55,21096.36,PO-24861,ACR Group,K. Thompson,Good condition
PRJ-2020-167,DEL-167-f26b22,2020-08-27,PRJ-2020-167-SOV-05,PIPING,"PVC Sch40 4""",33,EA,1688.54,55721.72,PO-85742,ACR Group,D. Patel,Good condition
PRJ-2020-167,DEL-167-c8d916,2020-09-09,PRJ-2020-167-SOV-05,Piping,"Copper Type L 1.5""",157,LF,473.88,74399.47,PO-11954,ACR Group,R. Williams,Good condition
PRJ-2020-167,DEL-167-165022,2020-09-09,PRJ-2020-167-SOV-05,pipe,"Copper Type L 1.5""",335,LF,69.33,23227.12,PO-65809,ACR Group,J. Martinez,Good condition
PRJ-2020-167,DEL-167-388298,2020-09-13,PRJ-2020-167-SOV-07,Equipment,AHU Custom,2,EA,37548.25,75096.5,PO-12906,Winsupply,K. Thompson,Good condition
PRJ-2020-167,DEL-167-811379,2020-09-21,PRJ-2020-167-SOV-12,Insulation,Fiberglass Duct Liner R-6,226,LF,197.28,44584.47,PO-43400,Ferguson Supply,D. Patel,Good condition
PRJ-2020-167,DEL-167-32a9f9,2020-09-24,PRJ-2020-167-SOV-11,Controls,"Control Valve 2""",26,EA,1216.65,31632.98,PO-51345,Johnstone Supply,M. Chen,Minor packaging damage - product OK
PRJ-2020-167,DEL-167-334808,2020-09-26,PRJ-2020-167-SOV-08,Equipment,FCU 4-Pipe,909,LF,217.78,197959.45,PO-27716,Ferguson Supply,D. Patel,Minor packaging damage - product OK
PRJ-2020-167,DEL-167-b9329b,2020-10-01,PRJ-2020-167-SOV-07,Equipment,"VAV Box 16""",40,EA,11794.17,471766.89,PO-84597,Ferguson Supply,K. Thompson,Good condition
PRJ-2020-167,DEL-167-394f8e,2020-10-02,PRJ-2020-167-SOV-09,Equip.,FCU 4-Pipe,969,LF,316.67,306852.52,PO-26250,Carrier Enterprise,D. Patel,Good condition
PRJ-2020-167,DEL-167-9f85aa,2020-10-04,PRJ-2020-167-SOV-09,Equipment,FCU 4-Pipe,197,LF,778.21,153308.32,PO-94351,Carrier Enterprise,K. Thompson,Partial shipment - backorder pending
PRJ-2020-167,DEL-167-13a2ac,2020-10-12,PRJ-2020-167-SOV-12,Insulation,Fiberglass Duct Wrap R-8,369,LF,20.61,7604.27,PO-17828,Johnstone Supply,J. Martinez,Good condition
PRJ-2020-167,DEL-167-057f78,2020-10-26,PRJ-2020-167-SOV-06,Piping,Refrigerant R-410A,34,EA,1337.07,45460.48,PO-49961,Ferguson Supply,D. Patel,Good condition
PRJ-2020-167,DEL-167-997f21,2020-10-26,PRJ-2020-167-SOV-07,Equipment,FCU 4-Pipe,672,LF,11.49,7721.22,PO-27867,RE Michel,M. Chen,Partial shipment - backorder pending
PRJ-2020-167,DEL-167-bfd8ab,2020-10-31,PRJ-2020-167-SOV-06,Piping,Refrigerant R-410A,9,each,3952.02,35568.16,PO-49988,Winsupply,K. Thompson,Good condition
PRJ-2020-167,DEL-167-75bf2b,2020-11-06,PRJ-2020-167-SOV-05,pipe,"Black Steel Sch40 4""",158,LF,279.26,44123.66,PO-46125,ACR Group,J. Martinez,Partial shipment - backorder pending
PRJ-2020-167,DEL-167-d3dc18,2020-11-17,PRJ-2020-167-SOV-11,Controls,Actuator 24V,94,EA,595.29,55957.68,PO-54453,Johnstone Supply,R. Williams,Good condition
PRJ-2020-167,DEL-167-ea0ce2,2020-12-08,PRJ-2020-167-SOV-10,Controls,"Control Valve 2""",36,EA,3774.12,135868.35,PO-54772,ACR Group,M. Chen,Good condition
PRJ-2020-167,DEL-167-2a5294,2020-12-16,PRJ-2020-167-SOV-10,Controls,"Control Valve 2""",28,EA,402.28,11263.75,PO-87790,RE Michel,K. Thompson,Minor packaging damage - product OK
PRJ-2020-167,DEL-167-4481eb,2020-12-24,PRJ-2020-167-SOV-10,Controls,BACnet Gateway,12,each,3744.23,44930.74,PO-44115,Carrier Enterprise,J. Martinez,Minor packaging damage - product OK
PRJ-2020-167,DEL-167-d4b61e,2021-01-17,PRJ-2020-167-SOV-12,Insulation,Fiberglass Duct Wrap R-8,188,Lin Ft,297.55,55940.12,PO-32320,ACR Group,K. Thompson,Minor packaging damage - product OK
PRJ-2020-167,DEL-167-ca2ae6,2021-01-23,PRJ-2020-167-SOV-12,Insulation,Fiberglass Duct Wrap R-8,431,LF,71.44,30790.11,PO-50300,Johnstone Supply,R. Williams,Good condition
PRJ-2020-167,DEL-167-e4a09c,2021-02-12,PRJ-2020-167-SOV-12,Insulation,"Pipe Insulation 1"" Armaflex",243,LF,64.6,15698.46,PO-91355,Winsupply,M. Chen,Good condition
PRJ-2020-167,DEL-167-330da9,2021-02-15,PRJ-2020-167-SOV-10,Controls,Actuator 24V,44,EA,2138.49,94093.41,PO-75338,RE Michel,J. Martinez,Good condition
PRJ-2020-167,DEL-167-381310,2021-02-22,PRJ-2020-167-SOV-12,Insulation,Insulation Adhesive,12,EA,2062.31,24747.71,PO-77113,ACR Group,M. Chen,Minor packaging damage - product OK
PRJ-2020-168,DEL-168-f926fc,2020-02-14,PRJ-2020-168-SOV-04,Ductwork,"Spiral Duct 16""",109,LF,619.79,67557.32,PO-89720,RE Michel,M. Chen,Good condition
PRJ-2020-168,DEL-168-dd3c9b,2020-02-22,PRJ-2020-168-SOV-09,Equipment,Split System 3-Ton,7,EA,9052.08,63364.59,PO-98368,Winsupply,J. Martinez,Good condition
PRJ-2020-168,DEL-168-13ff81,2020-02-24,PRJ-2020-168-SOV-07,Equipment,AHU Custom,4,EA,10321.46,41285.84,PO-49304,Ferguson Supply,D. Patel,Good condition
PRJ-2020-168,DEL-168-3dc307,2020-02-24,PRJ-2020-168-SOV-09,Equip.,Chiller 200-Ton,2,EA,45450.76,90901.53,PO-96736,Carrier Enterprise,R. Williams,Good condition
PRJ-2020-168,DEL-168-9961ab,2020-02-27,PRJ-2020-168-SOV-03,Ductwork,"Spiral Duct 12""",325,LF,171.33,55682.75,PO-34807,RE Michel,R. Williams,Minor packaging damage - product OK
PRJ-2020-168,DEL-168-06b903,2020-02-29,PRJ-2020-168-SOV-03,Ductwork,Galvanized Sheet Metal 20ga,27,SHEET,456.99,12338.67,PO-70674,Carrier Enterprise,M. Chen,Minor packaging damage - product OK
PRJ-2020-168,DEL-168-cbfcae,2020-02-29,PRJ-2020-168-SOV-07,Equipment,Split System 3-Ton,14,EA,5281.18,73936.46,PO-69865,Winsupply,J. Martinez,Partial shipment - backorder pending
PRJ-2020-168,DEL-168-7bbc2f,2020-03-04,PRJ-2020-168-SOV-07,Equipment,RTU 25-Ton,1,EA,204712.78,204712.78,PO-18778,Winsupply,J. Martinez,Good condition
PRJ-2020-168,DEL-168-ab61a4,2020-03-09,PRJ-2020-168-SOV-05,Piping,Pipe Hangers Assorted,563,LF,29.89,16830.79,PO-23567,Johnstone Supply,K. Thompson,Good condition
PRJ-2020-168,DEL-168-4ce757,2020-03-09,PRJ-2020-168-SOV-07,Equipment,FCU 4-Pipe,677,LF,363.58,246142.7,PO-27887,RE Michel,K. Thompson,Good condition
PRJ-2020-168,DEL-168-ac8c70,2020-03-10,PRJ-2020-168-SOV-04,Ductwork,"Flex Duct 8""",273,LF,1008.67,275365.71,PO-21814,Johnstone Supply,M. Chen,Minor packaging damage - product OK
PRJ-2020-168,DEL-168-2eb0cb,2020-03-15,PRJ-2020-168-SOV-04,Ductwork,"Flex Duct 12""",60,L.F.,558.18,33490.51,PO-88364,RE Michel,D. Patel,Minor packaging damage - product OK
PRJ-2020-168,DEL-168-9a7104,2020-03-17,PRJ-2020-168-SOV-03,Ductwork,"Spiral Duct 12""",170,LF,423.94,72070.56,PO-46244,RE Michel,R. Williams,Good condition
PRJ-2020-168,DEL-168-aef64b,2020-03-19,PRJ-2020-168-SOV-08,Equipment,Split System 3-Ton,43,E.A.,1840.46,79139.77,PO-85781,RE Michel,J. Martinez,Partial shipment - backorder pending
PRJ-2020-168,DEL-168-466848,2020-03-21,PRJ-2020-168-SOV-08,Equipment,RTU 15-Ton,4,EA,44359.35,177437.4,PO-96955,Ferguson Supply,D. Patel,Good condition
PRJ-2020-168,DEL-168-786bc3,2020-03-25,PRJ-2020-168-SOV-06,Piping,"Copper Type L 2""",857,LF,64.98,55688.86,PO-52668,RE Michel,R. Williams,Partial shipment - backorder pending
PRJ-2020-168,DEL-168-71a8de,2020-03-29,PRJ-2020-168-SOV-03,Ductwork,Galvanized Sheet Metal 20ga,46,SHEET,884.05,40666.27,PO-55560,RE Michel,D. Patel,Good condition
PRJ-2020-168,DEL-168-b49827,2020-04-02,PRJ-2020-168-SOV-05,Piping,"Copper Type L 2""",592,LF,154.68,91569.55,PO-37271,ACR Group,M. Chen,Minor packaging damage - product OK
PRJ-2020-168,DEL-168-8744f1,2020-04-04,PRJ-2020-168-SOV-03,Ductwork,Galvanized Sheet Metal 20ga,55,SHEET,1562.78,85953.08,PO-24809,Ferguson Supply,D. Patel,Good condition
PRJ-2020-168,DEL-168-72e946,2020-04-06,PRJ-2020-168-SOV-05,PIPING,"Black Steel Sch40 4""",507,LF,139.2,70572.96,PO-22424,ACR Group,K. Thompson,Good condition
PRJ-2020-168,DEL-168-6afbe7,2020-04-06,PRJ-2020-168-SOV-09,Equipment,"VAV Box 12""",29,EA,2355.66,68314.26,PO-84760,Johnstone Supply,R. Williams,Good condition
PRJ-2020-168,DEL-168-986cfa,2020-04-07,PRJ-2020-168-SOV-08,Equipment,RTU 15-Ton,4,EA,55531.61,222126.45,PO-38255,Winsupply,D. Patel,Good condition
PRJ-2020-168,DEL-168-e0b9c8,2020-04-10,PRJ-2020-168-SOV-08,EQUIPMENT,"VAV Box 16""",26,EA,2585.7,67228.16,PO-49934,Ferguson Supply,J. Martinez,Good condition
PRJ-2020-168,DEL-168-721262,2020-04-12,PRJ-2020-168-SOV-08,Equip.,FCU 4-Pipe,405,LF,284.7,115302.42,PO-30680,ACR Group,D. Patel,Good condition
PRJ-2020-168,DEL-168-57141d,2020-04-14,PRJ-2020-168-SOV-05,Piping,Pipe Hangers Assorted,550,LF,15.97,8785.41,PO-10069,Carrier Enterprise,J. Martinez,Minor packaging damage - product OK
PRJ-2020-168,DEL-168-f219a0,2020-04-15,PRJ-2020-168-SOV-06,Piping,"Black Steel Sch40 2""",563,LF,93.72,52761.61,PO-26030,Ferguson Supply,D. Patel,Good condition
PRJ-2020-168,DEL-168-e83390,2020-04-18,PRJ-2020-168-SOV-08,Equipment,Chiller 200-Ton,1,EA,80626.23,80626.23,PO-35168,ACR Group,K. Thompson,Good condition
PRJ-2020-168,DEL-168-155b52,2020-04-27,PRJ-2020-168-SOV-12,Insulation,Fiberglass Duct Wrap R-8,139,lin ft,251.87,35010.16,PO-71955,Johnstone Supply,R. Williams,Good condition
PRJ-2020-168,DEL-168-3c74b6,2020-05-01,PRJ-2020-168-SOV-05,Piping,"Copper Type L 2""",974,LF,11.54,11242.43,PO-61158,Carrier Enterprise,J. Martinez,Good condition
PRJ-2020-168,DEL-168-5c8ed4,2020-05-01,PRJ-2020-168-SOV-11,Controls,BACnet Gateway,12,EA,1656.38,19876.59,PO-45554,Winsupply,J. Martinez,Partial shipment - backorder pending
PRJ-2020-168,DEL-168-4f372c,2020-05-09,PRJ-2020-168-SOV-10,Controls,Pressure Sensor,93,EA,342.83,31882.95,PO-40192,RE Michel,R. Williams,Partial shipment - backorder pending
PRJ-2020-168,DEL-168-71a15a,2020-05-12,PRJ-2020-168-SOV-11,Controls,"Control Valve 2""",35,EA,83.6,2925.85,PO-17137,ACR Group,D. Patel,Minor packaging damage - product OK
PRJ-2020-168,DEL-168-f89dd0,2020-05-13,PRJ-2020-168-SOV-11,Controls,"Control Valve 1""",12,EA,589.35,7072.22,PO-71608,ACR Group,K. Thompson,Good condition
PRJ-2020-168,DEL-168-bda406,2020-05-19,PRJ-2020-168-SOV-07,Equipment,FCU 2-Pipe,910,LF,218.86,199162.98,PO-66837,Winsupply,K. Thompson,Minor packaging damage - product OK
PRJ-2020-168,DEL-168-d5efc0,2020-05-21,PRJ-2020-168-SOV-11,Controls,Pressure Sensor,67,EA,455.68,30530.62,PO-88862,ACR Group,K. Thompson,Good condition
PRJ-2020-168,DEL-168-0fc5c2,2020-05-26,PRJ-2020-168-SOV-10,Controls,Damper Motor,15,PC,1509.53,22642.96,PO-97085,Carrier Enterprise,D. Patel,Good condition
PRJ-2020-168,DEL-168-f9a4f6,2020-05-27,PRJ-2020-168-SOV-05,Piping,"Black Steel Sch40 4""",106,LF,545.4,57812.32,PO-81497,Ferguson Supply,K. Thompson,Good condition
PRJ-2020-168,DEL-168-3ea915,2020-05-29,PRJ-2020-168-SOV-10,Controls,Temp Sensor,92,EA,246.75,22700.69,PO-73141,ACR Group,M. Chen,Minor packaging damage - product OK
PRJ-2020-168,DEL-168-2a2f26,2020-05-31,PRJ-2020-168-SOV-12,Insulation,Insulation Adhesive,12,ea,2063.34,24760.14,PO-22066,Ferguson Supply,M. Chen,Partial shipment - backorder pending
PRJ-2020-168,DEL-168-82706f,2020-06-07,PRJ-2020-168-SOV-10,Controls,"Control Valve 2""",21,EA,959.89,20157.61,PO-52983,RE Michel,M. Chen,Minor packaging damage - product OK
PRJ-2020-168,DEL-168-8340ac,2020-06-08,PRJ-2020-168-SOV-09,Equipment,FCU 4-Pipe,247,LF,414.22,102312.03,PO-70950,RE Michel,J. Martinez,Good condition
PRJ-2020-168,DEL-168-673de8,2020-06-11,PRJ-2020-168-SOV-12,Insul.,"Pipe Insulation 1"" Armaflex",619,LF,52.94,32769.03,PO-16102,RE Michel,R. Williams,Minor packaging damage - product OK
PRJ-2020-168,DEL-168-07a5cb,2020-06-12,PRJ-2020-168-SOV-12,Insulation,Fiberglass Duct Wrap R-8,301,LF,176.72,53193.5,PO-40880,Carrier Enterprise,J. Martinez,Good condition
PRJ-2020-168,DEL-168-58c10a,2020-06-13,PRJ-2020-168-SOV-06,Piping,"Black Steel Sch40 2""",579,LF,102.93,59595.13,PO-44229,Carrier Enterprise,J. Martinez,Good condition
PRJ-2020-168,DEL-168-e7215d,2020-06-22,PRJ-2020-168-SOV-11,Controls,"Control Valve 1""",33,EA,119.27,3935.82,PO-48761,Carrier Enterprise,R. Williams,Good condition
PRJ-2020-168,DEL-168-79f49b,2020-07-03,PRJ-2020-168-SOV-11,Controls/BAS,"Control Valve 1""",8,EA,4462.95,35703.64,PO-76370,RE Michel,R. Williams,Good condition
PRJ-2020-168,DEL-168-b5728a,2020-07-07,PRJ-2020-168-SOV-11,Controls,"Control Valve 2""",36,EA,100.05,3601.9,PO-38616,Carrier Enterprise,K. Thompson,Minor packaging damage - product OK
PRJ-2020-168,DEL-168-8aa9f6,2020-07-07,PRJ-2020-168-SOV-12,insulation,Fiberglass Duct Wrap R-8,98,LF,208.11,20394.72,PO-57068,RE Michel,R. Williams,Good condition
PRJ-2020-168,DEL-168-f75b69,2020-07-16,PRJ-2020-168-SOV-10,Controls,Actuator 24V,37,EA,435.86,16126.9,PO-85519,Johnstone Supply,D. Patel,Good condition
PRJ-2020-168,DEL-168-02353c,2020-07-17,PRJ-2020-168-SOV-10,Controls,Touchscreen Interface,47,EA,688.0,32335.83,PO-81234,ACR Group,M. Chen,Good condition
PRJ-2020-168,DEL-168-a59016,2020-07-23,PRJ-2020-168-SOV-11,Control,"Control Valve 1""",38,EA,911.36,34631.86,PO-79256,Ferguson Supply,K. Thompson,Partial shipment - backorder pending
PRJ-2020-168,DEL-168-9fa0b2,2020-07-28,PRJ-2020-168-SOV-10,Controls,"Control Valve 1""",10,Each,333.88,3338.79,PO-54557,Carrier Enterprise,R. Williams,Partial shipment - backorder pending
PRJ-2020-169,DEL-169-f986a1,2020-02-19,PRJ-2020-169-SOV-04,Ductwork,"Flex Duct 12""",372,LF,434.38,161590.79,PO-67897,Winsupply,D. Patel,Good condition
PRJ-2020-169,DEL-169-d6fda9,2020-03-24,PRJ-2020-169-SOV-09,Equipment,Boiler 2000MBH,1,EA,116224.76,116224.76,PO-87080,Winsupply,K. Thompson,Partial shipment - backorder pending
PRJ-2020-169,DEL-169-7cb236,2020-04-03,PRJ-2020-169-SOV-03,duct work,"Spiral Duct 24""",483,Lin Ft,314.09,151703.16,PO-83129,RE Michel,K. Thompson,Good condition
PRJ-2020-169,DEL-169-94ced8,2020-04-08,PRJ-2020-169-SOV-08,equip,Boiler 2000MBH,1,each,43727.66,43727.66,PO-47700,ACR Group,D. Patel,Good condition
PRJ-2020-169,DEL-169-9c4a56,2020-04-15,PRJ-2020-169-SOV-07,Equipment,RTU 25-Ton,1,EA,86302.97,86302.97,PO-34447,Carrier Enterprise,M. Chen,Good condition
PRJ-2020-169,DEL-169-d599bf,2020-04-16,PRJ-2020-169-SOV-08,Equipment,AHU Custom,3,EA,25652.49,76957.46,PO-33368,Johnstone Supply,J. Martinez,Good condition
PRJ-2020-169,DEL-169-8f4a6b,2020-04-16,PRJ-2020-169-SOV-09,Equipment,Boiler 2000MBH,2,EA,3445.48,6890.95,PO-48563,Carrier Enterprise,M. Chen,Good condition
PRJ-2020-169,DEL-169-d4b141,2020-04-17,PRJ-2020-169-SOV-09,equip,FCU 4-Pipe,168,LF,1274.78,214162.24,PO-46144,ACR Group,D. Patel,Minor packaging damage - product OK
PRJ-2020-169,DEL-169-05b64e,2020-04-19,PRJ-2020-169-SOV-03,Ductwork,Galvanized Sheet Metal 20ga,65,SHEET,933.23,60660.12,PO-59148,Winsupply,K. Thompson,Good condition
PRJ-2020-169,DEL-169-b8f3cd,2020-04-25,PRJ-2020-169-SOV-03,Ductwork,"Flex Duct 12""",174,LF,373.68,65021.04,PO-49388,ACR Group,R. Williams,Minor packaging damage - product OK
PRJ-2020-169,DEL-169-5b0150,2020-04-27,PRJ-2020-169-SOV-06,PIPING,"Black Steel Sch40 4""",673,LF,61.92,41673.03,PO-25980,ACR Group,R. Williams,Good condition
PRJ-2020-169,DEL-169-28d387,2020-04-29,PRJ-2020-169-SOV-09,equip,RTU 25-Ton,3,EA,24733.76,74201.29,PO-68295,Johnstone Supply,M. Chen,Good condition
PRJ-2020-169,DEL-169-e9a4c6,2020-05-01,PRJ-2020-169-SOV-05,Piping,"PVC Sch40 4""",6,EA,6602.51,39615.07,PO-78585,Winsupply,J. Martinez,Good condition
PRJ-2020-169,DEL-169-4c4c15,2020-05-06,PRJ-2020-169-SOV-06,Piping,"Copper Type L 1.5""",494,LF,46.54,22989.38,PO-13172,ACR Group,R. Williams,Good condition
PRJ-2020-169,DEL-169-4d1517,2020-05-15,PRJ-2020-169-SOV-04,Ductwork,Galvanized Sheet Metal 20ga,96,SHEET,1936.82,185935.02,PO-61779,Winsupply,K. Thompson,Good condition
PRJ-2020-169,DEL-169-16814b,2020-05-18,PRJ-2020-169-SOV-04,Ductwork,Galvanized Sheet Metal 22ga,87,SHEET,1351.61,117590.24,PO-27608,Johnstone Supply,J. Martinez,Good condition
PRJ-2020-169,DEL-169-5cfc9b,2020-05-20,PRJ-2020-169-SOV-08,Equipment,FCU 2-Pipe,896,LF,2.11,1894.9,PO-69097,ACR Group,K. Thompson,Partial shipment - backorder pending
PRJ-2020-169,DEL-169-2e9a58,2020-05-26,PRJ-2020-169-SOV-10,Controls,Touchscreen Interface,10,E.A.,9145.05,91450.47,PO-63141,Carrier Enterprise,K. Thompson,Good condition
PRJ-2020-169,DEL-169-50caf0,2020-05-27,PRJ-2020-169-SOV-05,Piping,"PVC Sch40 4""",49,EA,2245.58,110033.22,PO-12362,Carrier Enterprise,D. Patel,Good condition
PRJ-2020-169,DEL-169-f77302,2020-05-29,PRJ-2020-169-SOV-06,Piping,Pipe Hangers Assorted,511,LF,68.21,34853.81,PO-42702,Winsupply,D. Patel,Partial shipment - backorder pending
PRJ-2020-169,DEL-169-db722e,2020-05-30,PRJ-2020-169-SOV-06,Piping,Pipe Hangers Assorted,661,LF,57.45,37977.7,PO-91280,RE Michel,J. Martinez,Good condition
PRJ-2020-169,DEL-169-b87ad0,2020-06-01,PRJ-2020-169-SOV-12,Insulation,"Pipe Insulation 1"" Armaflex",419,LF,42.74,17910.15,PO-70228,ACR Group,R. Williams,Good condition
PRJ-2020-169,DEL-169-bc3f76,2020-06-02,PRJ-2020-169-SOV-07,Equip.,RTU 25-Ton,3,EA,31604.91,94814.72,PO-88327,Johnstone Supply,D. Patel,Good condition
PRJ-2020-169,DEL-169-d7eb53,2020-06-04,PRJ-2020-169-SOV-10,Controls,"Control Valve 1""",26,EA,1281.63,33322.47,PO-16697,RE Michel,D. Patel,Minor packaging damage - product OK
PRJ-2020-169,DEL-169-22011f,2020-06-05,PRJ-2020-169-SOV-10,Controls,"Control Valve 1""",47,EA,889.78,41819.47,PO-24241,Winsupply,K. Thompson,Minor packaging damage - product OK
PRJ-2020-169,DEL-169-691cb4,2020-06-05,PRJ-2020-169-SOV-12,Insul.,Fiberglass Duct Wrap R-8,461,LF,73.72,33984.8,PO-40127,RE Michel,D. Patel,Minor packaging damage - product OK
PRJ-2020-169,DEL-169-1ba1c9,2020-06-11,PRJ-2020-169-SOV-05,piping,"Copper Type L 1.5""",506,Lin Ft,145.91,73832.62,PO-88351,Ferguson Supply,R. Williams,Minor packaging damage - product OK
PRJ-2020-169,DEL-169-5d20d2,2020-06-12,PRJ-2020-169-SOV-06,Piping,"Copper Type L 1""",765,LF,14.7,11242.61,PO-60789,Ferguson Supply,K. Thompson,Good condition
